example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available
23,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,827,828,/projects/beto/irowerojas/localLatin/data/canon/CORL.511.16/Brn425.61v.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CORL.511.16/D1723.560.4.txt,CORL.511.16,CORL.511.16,CORL.511.16,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
24,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,760,758,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.6/Hat42.152r.1.txt,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.6/BN2123.81r.6.txt,CNIC.325.6,CNIC.325.6,CNIC.325.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
25,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,691,686,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.11/KoeD213.13v.3.txt,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.11/BN2123.86v.10.txt,CNIC.325.11,CNIC.325.11,CNIC.325.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
26,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,192,196,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.11/BAV1341.17v.1.txt,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.11/Hat42.170r.1.txt,CANT.328.11,CANT.328.11,CANT.328.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
27,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,608,610,/projects/beto/irowerojas/localLatin/data/canon/CNEO.315.10/BAV1341.13r.3.txt,/projects/beto/irowerojas/localLatin/data/canon/CNEO.315.10/C1525.23r.3.txt,CNEO.315.10,CNEO.315.10,CNEO.315.10,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
28,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1219,1217,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.5/Vat5845.7r.8.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.5/Hat42.144r.5.txt,Can.apost.5,Can.apost.5,Can.apost.5,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
29,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1028,1027,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.16/Vat5845.8r.1.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.16/KoeD213.6r.2.txt,Can.apost.16,Can.apost.16,Can.apost.16,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
30,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,238,237,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.20/BN2123.76v.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.20/BAV1341.18r.1.txt,CANT.328.20,CANT.328.20,CANT.328.20,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
31,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1155,1154,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.39/Vat5845.9v.2.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.39/KoeD213.8v.2.txt,Can.apost.39,Can.apost.39,Can.apost.39,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
32,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,70,71,/projects/beto/irowerojas/localLatin/data/canon/CANC.314.12/BAV1341.11v.8.txt,/projects/beto/irowerojas/localLatin/data/canon/CANC.314.12/C1525.20r.4.txt,CANC.314.12,CANC.314.12,CANC.314.12,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
33,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,703,699,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.13/KoeD213.14v.1.txt,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.13/Brn425.15v.4.txt,CNIC.325.13,CNIC.325.13,CNIC.325.13,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
34,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,528,531,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.7/C1525.25r.4.txt,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.7/KoeD213.29v.5.txt,CGAN.355.7,CGAN.355.7,CGAN.355.7,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
35,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,696,693,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.12/Hat42.153r.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.12/Brn425.17v.2.txt,CNIC.325.12,CNIC.325.12,CNIC.325.12,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
36,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1232,1234,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.7/BN2123.87v.4.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.7/Hat42.144v.2.txt,Can.apost.7,Can.apost.7,Can.apost.7,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
37,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,665,660,/projects/beto/irowerojas/localLatin/data/canon/CNEO.315.6/KoeD213.26r.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CNEO.315.6/BAV1341.12v.21.txt,CNEO.315.6,CNEO.315.6,CNEO.315.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
38,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,103,105,/projects/beto/irowerojas/localLatin/data/canon/CANC.314.18/D1723.547.5.txt,/projects/beto/irowerojas/localLatin/data/canon/CANC.314.18/KoeD213.24r.2.txt,CANC.314.18,CANC.314.18,CANC.314.18,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
39,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,515,513,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.4/D1723.557.3.txt,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.4/Brn425.57r.6.txt,CGAN.355.4,CGAN.355.4,CGAN.355.4,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
40,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,203,206,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.13/Brn425.58v.1.txt,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.13/Hat42.170v.1.txt,CANT.328.13,CANT.328.13,CANT.328.13,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
41,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1005,1006,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.12/C1525.5r.3.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.12/Hat42.145r.2.txt,Can.apost.12,Can.apost.12,Can.apost.12,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
42,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,645,640,/projects/beto/irowerojas/localLatin/data/canon/CNEO.315.2/KoeD213.25v.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CNEO.315.2/BN2123.98r.9.txt,CNEO.315.2,CNEO.315.2,CNEO.315.2,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
43,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,347,346,/projects/beto/irowerojas/localLatin/data/canon/CARL.501?.25/Brn425.31v.4.txt,/projects/beto/irowerojas/localLatin/data/canon/CARL.501?.25/Brn425.14r.1.txt,CARL.501?.25,CARL.501?.25,CARL.501?.25,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
44,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,281,277,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.6/Hat42.169r.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.6/BAV1341.17r.4.txt,CANT.328.6,CANT.328.6,CANT.328.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
45,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,497,495,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.17/KoeD213.30v.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.17/D1723.531.5.txt,CGAN.355.17,CGAN.355.17,CGAN.355.17,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
46,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,999,1003,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.11/BAV1341.7r.5.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.11/Vat5845.7v.3.txt,Can.apost.11,Can.apost.11,Can.apost.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
47,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,724,720,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.18/KoeD213.14v.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CNIC.325.18/BN2123.86r.2.txt,CNIC.325.18,CNIC.325.18,CNIC.325.18,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
48,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,793,791,/projects/beto/irowerojas/localLatin/data/canon/CORA.441.2/Brn425.55v.11.txt,/projects/beto/irowerojas/localLatin/data/canon/CORA.441.2/BAV1341.49v.11.txt,CORA.441.2,CORA.441.2,CORA.441.2,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
49,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,242,238,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.20/Hat42.172r.1.txt,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.20/BN2123.76v.2.txt,CANT.328.20,CANT.328.20,CANT.328.20,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
50,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,521,525,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.6/Brn425.36r.4.txt,/projects/beto/irowerojas/localLatin/data/canon/CGAN.355.6/KoeD213.29v.4.txt,CGAN.355.6,CGAN.355.6,CGAN.355.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
51,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1075,1078,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.25/BAV1341.7r.19.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.25/KoeD213.6v.8.txt,Can.apost.25,Can.apost.25,Can.apost.25,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
52,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,98,96,/projects/beto/irowerojas/localLatin/data/canon/CANC.314.17/Hat42.159r.2.txt,/projects/beto/irowerojas/localLatin/data/canon/CANC.314.17/BAV1341.12r.4.txt,CANC.314.17,CANC.314.17,CANC.314.17,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
53,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1063,1060,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.22/KoeD213.6v.5.txt,/projects/beto/irowerojas/localLatin/data/canon/Can.apost.22/BAV1341.7r.16.txt,Can.apost.22,Can.apost.22,Can.apost.22,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
54,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,234,235,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.2/BN2123.92r.7.txt,/projects/beto/irowerojas/localLatin/data/canon/CANT.328.2/C1525.27v.1.txt,CANT.328.2,CANT.328.2,CANT.328.2,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
