folder_id,filename,path,folder_size,is_singleton,is_winnable,file_id,split,is_test_query
CANC.314.15,KoeD213.23r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/KoeD213.23r.2.txt,6,False,True,88,train,False
CANC.314.16,BAV1341.12r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.16/BAV1341.12r.3.txt,7,False,True,89,train,False
CANC.314.16,BN2123.98v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.16/BN2123.98v.4.txt,7,False,True,90,test,True
CANC.314.16,Brn425.21v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.16/Brn425.21v.1.txt,7,False,True,91,test,True
CANC.314.16,C1525.20v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.16/C1525.20v.3.txt,7,False,True,92,test,True
CANC.314.16,D1723.525.3.txt,/u/irowerojas/localLatin/canon/CANC.314.16/D1723.525.3.txt,7,False,True,93,train,False
CANC.314.16,Hat42.159r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.16/Hat42.159r.1.txt,7,False,True,94,train,False
CANC.314.16,KoeD213.23v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.16/KoeD213.23v.1.txt,7,False,True,95,test,True
CANC.314.17,BAV1341.12r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.17/BAV1341.12r.4.txt,4,False,True,96,train,False
CANC.314.17,C1525.20v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.17/C1525.20v.4.txt,4,False,True,97,test,True
CANC.314.17,Hat42.159r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.17/Hat42.159r.2.txt,4,False,True,98,test,True
CANC.314.17,KoeD213.24r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.17/KoeD213.24r.1.txt,4,False,True,99,train,False
CANC.314.18,BAV1341.12r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.18/BAV1341.12r.5.txt,6,False,True,100,train,False
CANC.314.18,Brn425.47r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.18/Brn425.47r.2.txt,6,False,True,101,test,True
CANC.314.18,C1525.21r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.18/C1525.21r.1.txt,6,False,True,102,train,False
CANC.314.18,D1723.547.5.txt,/u/irowerojas/localLatin/canon/CANC.314.18/D1723.547.5.txt,6,False,True,103,train,False
CANC.314.18,Hat42.159r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.18/Hat42.159r.3.txt,6,False,True,104,test,True
CANC.314.18,KoeD213.24r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.18/KoeD213.24r.2.txt,6,False,True,105,test,True
CANC.314.19,BAV1341.12r.6.txt,/u/irowerojas/localLatin/canon/CANC.314.19/BAV1341.12r.6.txt,6,False,True,106,train,False
CANC.314.19,Brn425.21v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.19/Brn425.21v.2.txt,6,False,True,107,test,True
CANC.314.19,C1525.21r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.19/C1525.21r.2.txt,6,False,True,108,test,True
CANC.314.19,D1723.525.4.txt,/u/irowerojas/localLatin/canon/CANC.314.19/D1723.525.4.txt,6,False,True,109,train,False
CANC.314.19,Hat42.159v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.19/Hat42.159v.1.txt,6,False,True,110,test,True
CANC.314.19,KoeD213.24r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.19/KoeD213.24r.3.txt,6,False,True,111,train,False
CANC.314.2,BAV1341.11r.10.txt,/u/irowerojas/localLatin/canon/CANC.314.2/BAV1341.11r.10.txt,4,False,True,112,train,False
CANC.314.2,C1525.19r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.2/C1525.19r.1.txt,4,False,True,113,train,False
CANC.314.2,Hat42.156r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.2/Hat42.156r.2.txt,4,False,True,114,test,True
CANC.314.2,KoeD213.20r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.2/KoeD213.20r.2.txt,4,False,True,115,test,True
CANC.314.20,BAV1341.12r.7.txt,/u/irowerojas/localLatin/canon/CANC.314.20/BAV1341.12r.7.txt,8,False,True,116,train,False
CANC.314.20,Brn425.21v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.21v.3.txt,8,False,True,117,test,True
CANC.314.20,Brn425.27r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.27r.3.txt,8,False,True,118,train,False
CANC.314.20,C1525.21r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.20/C1525.21r.3.txt,8,False,True,119,train,False
CANC.314.20,D1723.525.5.txt,/u/irowerojas/localLatin/canon/CANC.314.20/D1723.525.5.txt,8,False,True,120,train,False
CANC.314.20,D1723.530.5.txt,/u/irowerojas/localLatin/canon/CANC.314.20/D1723.530.5.txt,8,False,True,121,test,True
CANC.314.20,Hat42.159v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.20/Hat42.159v.2.txt,8,False,True,122,test,True
CANC.314.20,KoeD213.24r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.20/KoeD213.24r.4.txt,8,False,True,123,test,True
CANC.314.21,BAV1341.12r.8.txt,/u/irowerojas/localLatin/canon/CANC.314.21/BAV1341.12r.8.txt,7,False,True,124,test,True
CANC.314.21,BN2123.100v.7.txt,/u/irowerojas/localLatin/canon/CANC.314.21/BN2123.100v.7.txt,7,False,True,125,train,False
CANC.314.21,Brn425.27r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.21/Brn425.27r.4.txt,7,False,True,126,test,True
CANC.314.21,C1525.21r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.21/C1525.21r.4.txt,7,False,True,127,train,False
CANC.314.21,D1723.530.6.txt,/u/irowerojas/localLatin/canon/CANC.314.21/D1723.530.6.txt,7,False,True,128,train,False
CANC.314.21,Hat42.159v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.21/Hat42.159v.3.txt,7,False,True,129,test,True
CANC.314.21,KoeD213.24v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.21/KoeD213.24v.1.txt,7,False,True,130,test,True
CANC.314.22,BAV1341.12r.9.txt,/u/irowerojas/localLatin/canon/CANC.314.22/BAV1341.12r.9.txt,7,False,True,131,test,True
CANC.314.22,BN2123.100v.8.txt,/u/irowerojas/localLatin/canon/CANC.314.22/BN2123.100v.8.txt,7,False,True,132,test,True
CANC.314.22,Brn425.27r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.22/Brn425.27r.5.txt,7,False,True,133,test,True
CANC.314.22,C1525.21r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.22/C1525.21r.5.txt,7,False,True,134,train,False
CANC.314.22,D1723.530.7.txt,/u/irowerojas/localLatin/canon/CANC.314.22/D1723.530.7.txt,7,False,True,135,train,False
CANC.314.22,Hat42.159v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.22/Hat42.159v.4.txt,7,False,True,136,train,False
CANC.314.22,KoeD213.24v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.22/KoeD213.24v.2.txt,7,False,True,137,test,True
CANC.314.23,BAV1341.12r.10.txt,/u/irowerojas/localLatin/canon/CANC.314.23/BAV1341.12r.10.txt,6,False,True,138,test,True
CANC.314.23,Brn425.26v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.23/Brn425.26v.1.txt,6,False,True,139,test,True
CANC.314.23,C1525.21r.6.txt,/u/irowerojas/localLatin/canon/CANC.314.23/C1525.21r.6.txt,6,False,True,140,train,False
CANC.314.23,D1723.529.4.txt,/u/irowerojas/localLatin/canon/CANC.314.23/D1723.529.4.txt,6,False,True,141,train,False
CANC.314.23,Hat42.159v.5.txt,/u/irowerojas/localLatin/canon/CANC.314.23/Hat42.159v.5.txt,6,False,True,142,test,True
CANC.314.23,KoeD213.24v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.23/KoeD213.24v.3.txt,6,False,True,143,train,False
CANC.314.24,BAV1341.12v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.24/BAV1341.12v.1.txt,6,False,True,144,train,False
CANC.314.24,Brn425.21v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.24/Brn425.21v.4.txt,6,False,True,145,test,True
CANC.314.24,C1525.21v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.24/C1525.21v.1.txt,6,False,True,146,train,False
CANC.314.24,D1723.525.6.txt,/u/irowerojas/localLatin/canon/CANC.314.24/D1723.525.6.txt,6,False,True,147,test,True
CANC.314.24,Hat42.160r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.24/Hat42.160r.1.txt,6,False,True,148,test,True
CANC.314.24,KoeD213.24v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.24/KoeD213.24v.4.txt,6,False,True,149,train,False
CANC.314.25,BN2123.99v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.25/BN2123.99v.1.txt,1,True,False,150,test,False
CANC.314.3,BAV1341.11r.11.txt,/u/irowerojas/localLatin/canon/CANC.314.3/BAV1341.11r.11.txt,4,False,True,151,train,False
CANC.314.3,C1525.19r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.3/C1525.19r.2.txt,4,False,True,152,test,True
CANC.314.3,Hat42.156r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.3/Hat42.156r.3.txt,4,False,True,153,test,True
CANC.314.3,KoeD213.20v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.3/KoeD213.20v.1.txt,4,False,True,154,train,False
CANC.314.4,BAV1341.11r.12.txt,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.12.txt,7,False,True,155,train,False
CANC.314.4,BAV1341.11r.13.txt,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.13.txt,7,False,True,156,train,False
CANC.314.4,Brn425.17r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.4/Brn425.17r.3.txt,7,False,True,157,test,True
CANC.314.4,C1525.19r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.4/C1525.19r.3.txt,7,False,True,158,test,True
CANC.314.4,D1723.522.1.txt,/u/irowerojas/localLatin/canon/CANC.314.4/D1723.522.1.txt,7,False,True,159,train,False
CANC.314.4,Hat42.156v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.4/Hat42.156v.1.txt,7,False,True,160,test,True
CANC.314.4,KoeD213.21r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.4/KoeD213.21r.1.txt,7,False,True,161,test,True
CANC.314.5,BAV1341.11v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/BAV1341.11v.1.txt,4,False,True,162,test,True
CANC.314.5,C1525.19v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/C1525.19v.1.txt,4,False,True,163,test,True
CANC.314.5,Hat42.157r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/Hat42.157r.1.txt,4,False,True,164,train,False
CANC.314.5,KoeD213.21v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/KoeD213.21v.1.txt,4,False,True,165,train,False
CANC.314.6,BAV1341.11v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.6/BAV1341.11v.2.txt,4,False,True,166,train,False
CANC.314.6,C1525.19v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.6/C1525.19v.2.txt,4,False,True,167,test,True
CANC.314.6,Hat42.157v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.6/Hat42.157v.1.txt,4,False,True,168,test,True
CANC.314.6,KoeD213.21v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.6/KoeD213.21v.2.txt,4,False,True,169,train,False
CANC.314.7,BAV1341.11v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.7/BAV1341.11v.3.txt,4,False,True,170,train,False
CANC.314.7,C1525.19v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.7/C1525.19v.3.txt,4,False,True,171,test,True
CANC.314.7,Hat42.157v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.7/Hat42.157v.2.txt,4,False,True,172,test,True
CANC.314.7,KoeD213.22r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.7/KoeD213.22r.1.txt,4,False,True,173,train,False
CANC.314.8,BAV1341.11v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.8/BAV1341.11v.4.txt,4,False,True,174,test,True
CANC.314.8,C1525.19v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.8/C1525.19v.4.txt,4,False,True,175,train,False
CANC.314.8,Hat42.157v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.8/Hat42.157v.3.txt,4,False,True,176,test,True
CANC.314.8,KoeD213.22r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.8/KoeD213.22r.2.txt,4,False,True,177,train,False
CANC.314.9,BAV1341.11v.5.txt,/u/irowerojas/localLatin/canon/CANC.314.9/BAV1341.11v.5.txt,6,False,True,178,train,False
CANC.314.9,Brn425.55r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.9/Brn425.55r.5.txt,6,False,True,179,test,True
CANC.314.9,C1525.20r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.9/C1525.20r.1.txt,6,False,True,180,train,False
CANC.314.9,D1723.554.12.txt,/u/irowerojas/localLatin/canon/CANC.314.9/D1723.554.12.txt,6,False,True,181,test,True
CANC.314.9,Hat42.157v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.9/Hat42.157v.4.txt,6,False,True,182,train,False
CANC.314.9,KoeD213.22r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.9/KoeD213.22r.3.txt,6,False,True,183,test,True
CANT.328.1,BAV1341.16v.26.txt,/u/irowerojas/localLatin/canon/CANT.328.1/BAV1341.16v.26.txt,3,False,True,184,test,True
CANT.328.1,C1525.27r.6.txt,/u/irowerojas/localLatin/canon/CANT.328.1/C1525.27r.6.txt,3,False,True,185,train,False
CANT.328.1,Hat42.167v.13.txt,/u/irowerojas/localLatin/canon/CANT.328.1/Hat42.167v.13.txt,3,False,True,186,test,True
CANT.328.10,BAV1341.17r.8.txt,/u/irowerojas/localLatin/canon/CANT.328.10/BAV1341.17r.8.txt,5,False,True,187,train,False
CANT.328.10,Brn425.57v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.10/Brn425.57v.1.txt,5,False,True,188,test,True
CANT.328.10,C1525.28v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.10/C1525.28v.2.txt,5,False,True,189,test,True
CANT.328.10,D1723.557.5.txt,/u/irowerojas/localLatin/canon/CANT.328.10/D1723.557.5.txt,5,False,True,190,test,True
CANT.328.10,Hat42.169v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.10/Hat42.169v.3.txt,5,False,True,191,train,False
CANT.328.11,BAV1341.17v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.11/BAV1341.17v.1.txt,5,False,True,192,test,True
CANT.328.11,Brn425.35r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.11/Brn425.35r.1.txt,5,False,True,193,train,False
CANT.328.11,C1525.28v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.11/C1525.28v.3.txt,5,False,True,194,test,True
