folder_id,filename,path,folder_size,is_singleton,is_winnable,file_id,split,has_test_partner,is_test_query
CANC.314.7,KoeD213.22r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.7/KoeD213.22r.1.txt,4,False,True,173,test,True,True
CANC.314.8,BAV1341.11v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.8/BAV1341.11v.4.txt,4,False,True,174,test,True,True
CANC.314.8,C1525.19v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.8/C1525.19v.4.txt,4,False,True,175,train,True,False
CANC.314.8,Hat42.157v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.8/Hat42.157v.3.txt,4,False,True,176,test,True,True
CANC.314.8,KoeD213.22r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.8/KoeD213.22r.2.txt,4,False,True,177,train,True,False
CANC.314.9,BAV1341.11v.5.txt,/u/irowerojas/localLatin/canon/CANC.314.9/BAV1341.11v.5.txt,6,False,True,178,test,True,True
CANC.314.9,Brn425.55r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.9/Brn425.55r.5.txt,6,False,True,179,test,True,True
CANC.314.9,C1525.20r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.9/C1525.20r.1.txt,6,False,True,180,test,True,True
CANC.314.9,D1723.554.12.txt,/u/irowerojas/localLatin/canon/CANC.314.9/D1723.554.12.txt,6,False,True,181,train,True,False
CANC.314.9,Hat42.157v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.9/Hat42.157v.4.txt,6,False,True,182,train,True,False
CANC.314.9,KoeD213.22r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.9/KoeD213.22r.3.txt,6,False,True,183,train,True,False
CANT.328.1,BAV1341.16v.26.txt,/u/irowerojas/localLatin/canon/CANT.328.1/BAV1341.16v.26.txt,3,False,True,184,test,False,False
CANT.328.1,C1525.27r.6.txt,/u/irowerojas/localLatin/canon/CANT.328.1/C1525.27r.6.txt,3,False,True,185,train,False,False
CANT.328.1,Hat42.167v.13.txt,/u/irowerojas/localLatin/canon/CANT.328.1/Hat42.167v.13.txt,3,False,True,186,train,False,False
CANT.328.10,BAV1341.17r.8.txt,/u/irowerojas/localLatin/canon/CANT.328.10/BAV1341.17r.8.txt,5,False,True,187,test,True,True
CANT.328.10,Brn425.57v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.10/Brn425.57v.1.txt,5,False,True,188,train,True,False
