"folder_id","filename","path","folder_size","is_singleton","is_winnable","file_id","split","is_test_query","has_test_partner","taskb_role","has_reference_dir"
"DCEL.422.369","D1723.548.7.txt","data/decritals_labelled/DCEL.422.369/D1723.548.7.txt",8,False,True,28,"test",True,True,"reference",False
"DCEL.422.369","D1723.549.3.txt","data/decritals_labelled/DCEL.422.369/D1723.549.3.txt",8,False,True,29,"test",True,True,"reference",False
"DCEL.422.369","D1723.549.4.txt","data/decritals_labelled/DCEL.422.369/D1723.549.4.txt",8,False,True,30,"test",True,True,"query",True
"DCLE.88.†11","StG614.140.9.txt","data/decritals_labelled/DCLE.88.†11/StG614.140.9.txt",2,False,True,31,"test",True,True,"query",True
"DCLE.88.†11","StG614.141.1.txt","data/decritals_labelled/DCLE.88.†11/StG614.141.1.txt",2,False,True,32,"test",True,True,"reference",False
"DCLE.88.†12","StG614.142.1.txt","data/decritals_labelled/DCLE.88.†12/StG614.142.1.txt",3,False,True,33,"train",False,True,"train",False
"DCLE.88.†12","StG614.142.2.txt","data/decritals_labelled/DCLE.88.†12/StG614.142.2.txt",3,False,True,34,"test",True,True,"query",True
"DCLE.88.†12","StG614.143.1.txt","data/decritals_labelled/DCLE.88.†12/StG614.143.1.txt",3,False,True,35,"test",True,True,"reference",False
"DCLE.88.†13","StG614.144.1.txt","data/decritals_labelled/DCLE.88.†13/StG614.144.1.txt",3,False,True,36,"test",True,True,"reference",False
"DCLE.88.†13","StG614.144.2.txt","data/decritals_labelled/DCLE.88.†13/StG614.144.2.txt",3,False,True,37,"test",True,True,"query",True
"DCLE.88.†13","StG614.145.1.txt","data/decritals_labelled/DCLE.88.†13/StG614.145.1.txt",3,False,True,38,"train",False,True,"train",False
"DEVA.100.†21","StG614.152.1.txt","data/decritals_labelled/DEVA.100.†21/StG614.152.1.txt",3,False,True,39,"test",True,True,"query",True
"DEVA.100.†21","StG614.153.1.txt","data/decritals_labelled/DEVA.100.†21/StG614.153.1.txt",3,False,True,40,"test",True,True,"reference",False
"DEVA.100.†21","StG614.154.1.txt","data/decritals_labelled/DEVA.100.†21/StG614.154.1.txt",3,False,True,41,"train",False,True,"train",False
"DFEL.483.608","Brn425.16r.3.txt","data/decritals_labelled/DFEL.483.608/Brn425.16r.3.txt",2,False,True,42,"test",True,True,"query",True
"DFEL.483.608","D1723.521.2.txt","data/decritals_labelled/DFEL.483.608/D1723.521.2.txt",2,False,True,43,"test",True,True,"reference",False
"DFEL.483.609","C1525.145v.1.txt","data/decritals_labelled/DFEL.483.609/C1525.145v.1.txt",2,False,True,44,"train",False,False,"train",False
"DFEL.483.609","C1525.146r.1.txt","data/decritals_labelled/DFEL.483.609/C1525.146r.1.txt",2,False,True,45,"train",False,False,"train",False
"DGEL.492.636","Brn425.39r.4.txt","data/decritals_labelled/DGEL.492.636/Brn425.39r.4.txt",44,False,True,46,"test",True,True,"reference",False
"DGEL.492.636","Brn425.39v.1.txt","data/decritals_labelled/DGEL.492.636/Brn425.39v.1.txt",44,False,True,47,"test",True,True,"reference",False
"DGEL.492.636","Brn425.45v.2.txt","data/decritals_labelled/DGEL.492.636/Brn425.45v.2.txt",44,False,True,48,"test",True,True,"query",True
"DGEL.492.636","Brn425.46r.1.txt","data/decritals_labelled/DGEL.492.636/Brn425.46r.1.txt",44,False,True,49,"train",False,True,"train",False
"DGEL.492.636","Brn425.46r.2.txt","data/decritals_labelled/DGEL.492.636/Brn425.46r.2.txt",44,False,True,50,"train",False,True,"train",False
"DGEL.492.636","Brn425.46r.3.txt","data/decritals_labelled/DGEL.492.636/Brn425.46r.3.txt",44,False,True,51,"train",False,True,"train",False
"DGEL.492.636","Brn425.46v.1.txt","data/decritals_labelled/DGEL.492.636/Brn425.46v.1.txt",44,False,True,52,"train",False,True,"train",False
"DGEL.492.636","Brn425.52v.3.txt","data/decritals_labelled/DGEL.492.636/Brn425.52v.3.txt",44,False,True,53,"train",False,True,"train",False
"DGEL.492.636","C1525.148v.1.txt","data/decritals_labelled/DGEL.492.636/C1525.148v.1.txt",44,False,True,54,"train",False,True,"train",False
"DGEL.492.636","C1525.148v.2.txt","data/decritals_labelled/DGEL.492.636/C1525.148v.2.txt",44,False,True,55,"train",False,True,"train",False
"DGEL.492.636","C1525.149r.1.txt","data/decritals_labelled/DGEL.492.636/C1525.149r.1.txt",44,False,True,56,"test",True,True,"reference",False
"DGEL.492.636","C1525.149r.2.txt","data/decritals_labelled/DGEL.492.636/C1525.149r.2.txt",44,False,True,57,"test",True,True,"query",True
"DGEL.492.636","C1525.149v.1.txt","data/decritals_labelled/DGEL.492.636/C1525.149v.1.txt",44,False,True,58,"test",True,True,"query",True
"DGEL.492.636","C1525.149v.2.txt","data/decritals_labelled/DGEL.492.636/C1525.149v.2.txt",44,False,True,59,"test",True,True,"reference",False
"DGEL.492.636","C1525.149v.3.txt","data/decritals_labelled/DGEL.492.636/C1525.149v.3.txt",44,False,True,60,"test",True,True,"query",True
"DGEL.492.636","C1525.150r.1.txt","data/decritals_labelled/DGEL.492.636/C1525.150r.1.txt",44,False,True,61,"train",False,True,"train",False
"DGEL.492.636","C1525.150r.2.txt","data/decritals_labelled/DGEL.492.636/C1525.150r.2.txt",44,False,True,62,"train",False,True,"train",False
"DGEL.492.636","C1525.150v.1.txt","data/decritals_labelled/DGEL.492.636/C1525.150v.1.txt",44,False,True,63,"test",True,True,"query",True
"DGEL.492.636","C1525.150v.2.txt","data/decritals_labelled/DGEL.492.636/C1525.150v.2.txt",44,False,True,64,"test",True,True,"reference",False
"DGEL.492.636","C1525.150v.3.txt","data/decritals_labelled/DGEL.492.636/C1525.150v.3.txt",44,False,True,65,"test",True,True,"query",True
"DGEL.492.636","C1525.150v.4.txt","data/decritals_labelled/DGEL.492.636/C1525.150v.4.txt",44,False,True,66,"test",True,True,"reference",False
"DGEL.492.636","C1525.150v.5.txt","data/decritals_labelled/DGEL.492.636/C1525.150v.5.txt",44,False,True,67,"test",True,True,"query",True
"DGEL.492.636","C1525.151r.1.txt","data/decritals_labelled/DGEL.492.636/C1525.151r.1.txt",44,False,True,68,"test",True,True,"reference",False
"DGEL.492.636","C1525.151r.2.txt","data/decritals_labelled/DGEL.492.636/C1525.151r.2.txt",44,False,True,69,"train",False,True,"train",False
"DGEL.492.636","C1525.151v.1.txt","data/decritals_labelled/DGEL.492.636/C1525.151v.1.txt",44,False,True,70,"test",True,True,"reference",False
"DGEL.492.636","C1525.151v.2.txt","data/decritals_labelled/DGEL.492.636/C1525.151v.2.txt",44,False,True,71,"train",False,True,"train",False
"DGEL.492.636","C1525.151v.3.txt","data/decritals_labelled/DGEL.492.636/C1525.151v.3.txt",44,False,True,72,"test",True,True,"reference",False
"DGEL.492.636","C1525.152r.1.txt","data/decritals_labelled/DGEL.492.636/C1525.152r.1.txt",44,False,True,73,"test",True,True,"query",True
"DGEL.492.636","C1525.152r.2.txt","data/decritals_labelled/DGEL.492.636/C1525.152r.2.txt",44,False,True,74,"test",True,True,"reference",False
"DGEL.492.636","C1525.152r.3.txt","data/decritals_labelled/DGEL.492.636/C1525.152r.3.txt",44,False,True,75,"train",False,True,"train",False
"DGEL.492.636","C1525.152r.4.txt","data/decritals_labelled/DGEL.492.636/C1525.152r.4.txt",44,False,True,76,"train",False,True,"train",False
"DGEL.492.636","C1525.152v.1.txt","data/decritals_labelled/DGEL.492.636/C1525.152v.1.txt",44,False,True,77,"train",False,True,"train",False
"DGEL.492.636","C1525.152v.2.txt","data/decritals_labelled/DGEL.492.636/C1525.152v.2.txt",44,False,True,78,"train",False,True,"train",False
"DGEL.492.636","C1525.152v.3.txt","data/decritals_labelled/DGEL.492.636/C1525.152v.3.txt",44,False,True,79,"train",False,True,"train",False
"DGEL.492.636","C1525.153r.1.txt","data/decritals_labelled/DGEL.492.636/C1525.153r.1.txt",44,False,True,80,"test",True,True,"reference",False
"DGEL.492.636","C1525.153v.1.txt","data/decritals_labelled/DGEL.492.636/C1525.153v.1.txt",44,False,True,81,"train",False,True,"train",False
"DGEL.492.636","D1723.541.4.txt","data/decritals_labelled/DGEL.492.636/D1723.541.4.txt",44,False,True,82,"test",True,True,"query",True
"DGEL.492.636","D1723.541.5.txt","data/decritals_labelled/DGEL.492.636/D1723.541.5.txt",44,False,True,83,"train",False,True,"train",False
"DGEL.492.636","D1723.546.3.txt","data/decritals_labelled/DGEL.492.636/D1723.546.3.txt",44,False,True,84,"train",False,True,"train",False
"DGEL.492.636","D1723.546.4.txt","data/decritals_labelled/DGEL.492.636/D1723.546.4.txt",44,False,True,85,"test",True,True,"query",True
"DGEL.492.636","D1723.546.5.txt","data/decritals_labelled/DGEL.492.636/D1723.546.5.txt",44,False,True,86,"train",False,True,"train",False
"DGEL.492.636","D1723.546.6.txt","data/decritals_labelled/DGEL.492.636/D1723.546.6.txt",44,False,True,87,"train",False,True,"train",False
"DGEL.492.636","D1723.547.1.txt","data/decritals_labelled/DGEL.492.636/D1723.547.1.txt",44,False,True,88,"test",True,True,"query",True
"DGEL.492.636","D1723.552.2.txt","data/decritals_labelled/DGEL.492.636/D1723.552.2.txt",44,False,True,89,"train",False,True,"train",False
"DGEL.492.637","Brn425.38r.1.txt","data/decritals_labelled/DGEL.492.637/Brn425.38r.1.txt",2,False,True,90,"test",True,True,"query",True
"DGEL.492.637","D1723.540.4.txt","data/decritals_labelled/DGEL.492.637/D1723.540.4.txt",2,False,True,91,"test",True,True,"reference",False
"DGEL.492.675","Kob58.1r.2.txt","data/decritals_labelled/DGEL.492.675/Kob58.1r.2.txt",1,True,False,92,"test",False,False,"reference",False
"DGEL.492.†700","BN2123.73v.1.txt","data/decritals_labelled/DGEL.492.†700/BN2123.73v.1.txt",1,True,False,93,"test",False,False,"reference",False
"DGRE.590.1820","BAVPal575.2v.1.txt","data/decritals_labelled/DGRE.590.1820/BAVPal575.2v.1.txt",1,True,False,94,"test",False,False,"reference",False
"DHIL.461.560","C1525.142v.2.txt","data/decritals_labelled/DHIL.461.560/C1525.142v.2.txt",1,True,False,95,"test",False,False,"query",False
"DHOR.514.787","Brn425.58r.1.txt","data/decritals_labelled/DHOR.514.787/Brn425.58r.1.txt",2,False,True,96,"train",False,False,"train",False
"DHOR.514.787","D1723.557.11.txt","data/decritals_labelled/DHOR.514.787/D1723.557.11.txt",2,False,True,97,"train",False,False,"train",False
"DHOR.514.857","C1525.167v.1.txt","data/decritals_labelled/DHOR.514.857/C1525.167v.1.txt",1,True,False,98,"train",False,False,"train",False
"DHYG.136.†35","StG614.164.1.txt","data/decritals_labelled/DHYG.136.†35/StG614.164.1.txt",1,True,False,99,"train",False,False,"train",False
"DINN.401.286","BN2123.77v.1.txt","data/decritals_labelled/DINN.401.286/BN2123.77v.1.txt",18,False,True,100,"test",True,True,"reference",False
"DINN.401.286","BN2123.77v.2.txt","data/decritals_labelled/DINN.401.286/BN2123.77v.2.txt",18,False,True,101,"train",False,True,"train",False
"DINN.401.286","Brn425.47r.3.txt","data/decritals_labelled/DINN.401.286/Brn425.47r.3.txt",18,False,True,102,"train",False,True,"train",False
"DINN.401.286","Brn425.49v.1.txt","data/decritals_labelled/DINN.401.286/Brn425.49v.1.txt",18,False,True,103,"test",True,True,"reference",False
"DINN.401.286","C1525.103r.1.txt","data/decritals_labelled/DINN.401.286/C1525.103r.1.txt",18,False,True,104,"train",False,True,"train",False
"DINN.401.286","C1525.103r.2.txt","data/decritals_labelled/DINN.401.286/C1525.103r.2.txt",18,False,True,105,"test",True,True,"query",True
"DINN.401.286","C1525.103v.1.txt","data/decritals_labelled/DINN.401.286/C1525.103v.1.txt",18,False,True,106,"train",False,True,"train",False
"DINN.401.286","C1525.103v.2.txt","data/decritals_labelled/DINN.401.286/C1525.103v.2.txt",18,False,True,107,"train",False,True,"train",False
"DINN.401.286","C1525.103v.3.txt","data/decritals_labelled/DINN.401.286/C1525.103v.3.txt",18,False,True,108,"test",True,True,"query",True
"DINN.401.286","C1525.103v.4.txt","data/decritals_labelled/DINN.401.286/C1525.103v.4.txt",18,False,True,109,"train",False,True,"train",False
"DINN.401.286","C1525.104r.1.txt","data/decritals_labelled/DINN.401.286/C1525.104r.1.txt",18,False,True,110,"test",True,True,"query",True
"DINN.401.286","C1525.104r.2.txt","data/decritals_labelled/DINN.401.286/C1525.104r.2.txt",18,False,True,111,"test",True,True,"reference",False
"DINN.401.286","C1525.104r.3.txt","data/decritals_labelled/DINN.401.286/C1525.104r.3.txt",18,False,True,112,"test",True,True,"query",True
"DINN.401.286","C1525.104v.1.txt","data/decritals_labelled/DINN.401.286/C1525.104v.1.txt",18,False,True,113,"test",True,True,"reference",False
"DINN.401.286","C1525.104v.2.txt","data/decritals_labelled/DINN.401.286/C1525.104v.2.txt",18,False,True,114,"train",False,True,"train",False
"DINN.401.286","C1525.104v.3.txt","data/decritals_labelled/DINN.401.286/C1525.104v.3.txt",18,False,True,115,"train",False,True,"train",False
"DINN.401.286","D1723.547.6.txt","data/decritals_labelled/DINN.401.286/D1723.547.6.txt",18,False,True,116,"train",False,True,"train",False
"DINN.401.286","D1723.549.2.txt","data/decritals_labelled/DINN.401.286/D1723.549.2.txt",18,False,True,117,"test",True,True,"reference",False
"DINN.401.293","Brn425.47v.1.txt","data/decritals_labelled/DINN.401.293/Brn425.47v.1.txt",11,False,True,118,"train",False,True,"train",False
"DINN.401.293","Brn425.47v.2.txt","data/decritals_labelled/DINN.401.293/Brn425.47v.2.txt",11,False,True,119,"train",False,True,"train",False
"DINN.401.293","C1525.105r.1.txt","data/decritals_labelled/DINN.401.293/C1525.105r.1.txt",11,False,True,120,"test",True,True,"query",True
"DINN.401.293","C1525.105v.1.txt","data/decritals_labelled/DINN.401.293/C1525.105v.1.txt",11,False,True,121,"test",True,True,"query",True
"DINN.401.293","C1525.106r.1.txt","data/decritals_labelled/DINN.401.293/C1525.106r.1.txt",11,False,True,122,"test",True,True,"reference",False
"DINN.401.293","C1525.106r.2.txt","data/decritals_labelled/DINN.401.293/C1525.106r.2.txt",11,False,True,123,"test",True,True,"reference",False
"DINN.401.293","C1525.106r.3.txt","data/decritals_labelled/DINN.401.293/C1525.106r.3.txt",11,False,True,124,"train",False,True,"train",False
"DINN.401.293","C1525.106v.1.txt","data/decritals_labelled/DINN.401.293/C1525.106v.1.txt",11,False,True,125,"train",False,True,"train",False
"DINN.401.293","C1525.106v.2.txt","data/decritals_labelled/DINN.401.293/C1525.106v.2.txt",11,False,True,126,"test",True,True,"query",True
"DINN.401.293","D1723.547.7.txt","data/decritals_labelled/DINN.401.293/D1723.547.7.txt",11,False,True,127,"test",True,True,"reference",False
"DINN.401.293","D1723.547.8.txt","data/decritals_labelled/DINN.401.293/D1723.547.8.txt",11,False,True,128,"train",False,True,"train",False
"DINN.401.297","C1525.109r.1.txt","data/decritals_labelled/DINN.401.297/C1525.109r.1.txt",1,True,False,129,"test",False,False,"query",False
"DINN.401.299","C1525.111v.2.txt","data/decritals_labelled/DINN.401.299/C1525.111v.2.txt",1,True,False,130,"train",False,False,"train",False
"DINN.401.301","C1525.109r.3.txt","data/decritals_labelled/DINN.401.301/C1525.109r.3.txt",1,True,False,131,"test",False,False,"query",False
"DINN.401.302","C1525.109r.2.txt","data/decritals_labelled/DINN.401.302/C1525.109r.2.txt",1,True,False,132,"test",False,False,"query",False
"DINN.401.303","Brn425.18v.2.txt","data/decritals_labelled/DINN.401.303/Brn425.18v.2.txt",8,False,True,133,"test",True,True,"reference",False
"DINN.401.303","C1525.112r.1.txt","data/decritals_labelled/DINN.401.303/C1525.112r.1.txt",8,False,True,134,"test",True,True,"reference",False
"DINN.401.303","C1525.112v.1.txt","data/decritals_labelled/DINN.401.303/C1525.112v.1.txt",8,False,True,135,"train",False,True,"train",False
"DINN.401.303","C1525.113r.1.txt","data/decritals_labelled/DINN.401.303/C1525.113r.1.txt",8,False,True,136,"train",False,True,"train",False
"DINN.401.303","C1525.113r.2.txt","data/decritals_labelled/DINN.401.303/C1525.113r.2.txt",8,False,True,137,"train",False,True,"train",False
"DINN.401.303","C1525.113v.1.txt","data/decritals_labelled/DINN.401.303/C1525.113v.1.txt",8,False,True,138,"test",True,True,"query",True
"DINN.401.303","C1525.114r.1.txt","data/decritals_labelled/DINN.401.303/C1525.114r.1.txt",8,False,True,139,"test",True,True,"query",True
"DINN.401.303","C1525.114v.1.txt","data/decritals_labelled/DINN.401.303/C1525.114v.1.txt",8,False,True,140,"test",True,True,"reference",False
"DINN.401.304","C1525.108r.2.txt","data/decritals_labelled/DINN.401.304/C1525.108r.2.txt",1,True,False,141,"test",False,False,"reference",False
"DINN.401.305","C1525.110r.1.txt","data/decritals_labelled/DINN.401.305/C1525.110r.1.txt",1,True,False,142,"test",False,False,"query",False
"DINN.401.306","C1525.109v.2.txt","data/decritals_labelled/DINN.401.306/C1525.109v.2.txt",1,True,False,143,"test",False,False,"reference",False
"DINN.401.307","C1525.111r.3.txt","data/decritals_labelled/DINN.401.307/C1525.111r.3.txt",1,True,False,144,"test",False,False,"reference",False
"DINN.401.308","C1525.109v.3.txt","data/decritals_labelled/DINN.401.308/C1525.109v.3.txt",1,True,False,145,"test",False,False,"query",False
"DINN.401.309","C1525.109v.1.txt","data/decritals_labelled/DINN.401.309/C1525.109v.1.txt",1,True,False,146,"train",False,False,"train",False
"DINN.401.310","Brn425.18v.1.txt","data/decritals_labelled/DINN.401.310/Brn425.18v.1.txt",5,False,True,147,"test",True,True,"query",True
"DINN.401.310","C1525.110v.1.txt","data/decritals_labelled/DINN.401.310/C1525.110v.1.txt",5,False,True,148,"train",False,True,"train",False
"DINN.401.310","C1525.111r.1.txt","data/decritals_labelled/DINN.401.310/C1525.111r.1.txt",5,False,True,149,"train",False,True,"train",False
"DINN.401.310","C1525.111r.2.txt","data/decritals_labelled/DINN.401.310/C1525.111r.2.txt",5,False,True,150,"test",True,True,"reference",False
"DINN.401.310","D1723.523.1.txt","data/decritals_labelled/DINN.401.310/D1723.523.1.txt",5,False,True,151,"test",True,True,"reference",False
"DINN.401.311","BN2123.90r.3.txt","data/decritals_labelled/DINN.401.311/BN2123.90r.3.txt",10,False,True,152,"train",False,True,"train",False
"DINN.401.311","BN2123.91v.3.txt","data/decritals_labelled/DINN.401.311/BN2123.91v.3.txt",10,False,True,153,"test",True,True,"reference",False
"DINN.401.311","C1525.101r.1.txt","data/decritals_labelled/DINN.401.311/C1525.101r.1.txt",10,False,True,154,"test",True,True,"query",True
"DINN.401.311","C1525.101r.2.txt","data/decritals_labelled/DINN.401.311/C1525.101r.2.txt",10,False,True,155,"train",False,True,"train",False
"DINN.401.311","C1525.101v.1.txt","data/decritals_labelled/DINN.401.311/C1525.101v.1.txt",10,False,True,156,"train",False,True,"train",False
"DINN.401.311","C1525.101v.2.txt","data/decritals_labelled/DINN.401.311/C1525.101v.2.txt",10,False,True,157,"test",True,True,"reference",False
"DINN.401.311","C1525.102r.1.txt","data/decritals_labelled/DINN.401.311/C1525.102r.1.txt",10,False,True,158,"test",True,True,"query",True
"DINN.401.311","C1525.102r.2.txt","data/decritals_labelled/DINN.401.311/C1525.102r.2.txt",10,False,True,159,"train",False,True,"train",False
"DINN.401.311","C1525.102r.3.txt","data/decritals_labelled/DINN.401.311/C1525.102r.3.txt",10,False,True,160,"train",False,True,"train",False
"DINN.401.311","C1525.102r.4.txt","data/decritals_labelled/DINN.401.311/C1525.102r.4.txt",10,False,True,161,"test",True,True,"reference",False
"DINN.401.313","C1525.108v.2.txt","data/decritals_labelled/DINN.401.313/C1525.108v.2.txt",1,True,False,162,"test",False,False,"query",False
"DINN.401.314","Brn425.47v.3.txt","data/decritals_labelled/DINN.401.314/Brn425.47v.3.txt",15,False,True,163,"test",True,True,"query",True
"DINN.401.314","Brn425.47v.4.txt","data/decritals_labelled/DINN.401.314/Brn425.47v.4.txt",15,False,True,164,"test",True,True,"reference",False
"DINN.401.314","Brn425.48r.1.txt","data/decritals_labelled/DINN.401.314/Brn425.48r.1.txt",15,False,True,165,"train",False,True,"train",False
"DINN.401.314","Brn425.48r.2.txt","data/decritals_labelled/DINN.401.314/Brn425.48r.2.txt",15,False,True,166,"test",True,True,"query",True
"DINN.401.314","Brn425.48r.3.txt","data/decritals_labelled/DINN.401.314/Brn425.48r.3.txt",15,False,True,167,"test",True,True,"query",True
"DINN.401.314","C1525.107r.1.txt","data/decritals_labelled/DINN.401.314/C1525.107r.1.txt",15,False,True,168,"train",False,True,"train",False
"DINN.401.314","C1525.107r.2.txt","data/decritals_labelled/DINN.401.314/C1525.107r.2.txt",15,False,True,169,"train",False,True,"train",False
"DINN.401.314","C1525.107r.3.txt","data/decritals_labelled/DINN.401.314/C1525.107r.3.txt",15,False,True,170,"train",False,True,"train",False
"DINN.401.314","C1525.107v.1.txt","data/decritals_labelled/DINN.401.314/C1525.107v.1.txt",15,False,True,171,"test",True,True,"query",True
"DINN.401.314","C1525.107v.2.txt","data/decritals_labelled/DINN.401.314/C1525.107v.2.txt",15,False,True,172,"train",False,True,"train",False
"DINN.401.314","D1723.548.1.txt","data/decritals_labelled/DINN.401.314/D1723.548.1.txt",15,False,True,173,"test",True,True,"reference",False
"DINN.401.314","D1723.548.2.txt","data/decritals_labelled/DINN.401.314/D1723.548.2.txt",15,False,True,174,"test",True,True,"reference",False
"DINN.401.314","D1723.548.3.txt","data/decritals_labelled/DINN.401.314/D1723.548.3.txt",15,False,True,175,"train",False,True,"train",False
"DINN.401.314","D1723.548.4.txt","data/decritals_labelled/DINN.401.314/D1723.548.4.txt",15,False,True,176,"train",False,True,"train",False
"DINN.401.314","D1723.548.5.txt","data/decritals_labelled/DINN.401.314/D1723.548.5.txt",15,False,True,177,"test",True,True,"reference",False
"DINN.401.315","C1525.107v.3.txt","data/decritals_labelled/DINN.401.315/C1525.107v.3.txt",1,True,False,178,"train",False,False,"train",False
"DINN.401.316","C1525.108r.1.txt","data/decritals_labelled/DINN.401.316/C1525.108r.1.txt",1,True,False,179,"train",False,False,"train",False
"DINN.401.317","Brn425.37r.3.txt","data/decritals_labelled/DINN.401.317/Brn425.37r.3.txt",3,False,True,180,"test",True,True,"query",True
"DINN.401.317","C1525.108v.1.txt","data/decritals_labelled/DINN.401.317/C1525.108v.1.txt",3,False,True,181,"train",False,True,"train",False
"DINN.401.317","D1723.539.6.txt","data/decritals_labelled/DINN.401.317/D1723.539.6.txt",3,False,True,182,"test",True,True,"reference",False
"DINN.401.318","C1525.111v.1.txt","data/decritals_labelled/DINN.401.318/C1525.111v.1.txt",1,True,False,183,"test",False,False,"reference",False
"DLEO.440.402","BN2123.78r.4.txt","data/decritals_labelled/DLEO.440.402/BN2123.78r.4.txt",19,False,True,184,"test",True,True,"query",True
"DLEO.440.402","BerHam132.87r.2.txt","data/decritals_labelled/DLEO.440.402/BerHam132.87r.2.txt",19,False,True,185,"test",True,True,"query",True
"DLEO.440.402","BerHam132.87v.1.txt","data/decritals_labelled/DLEO.440.402/BerHam132.87v.1.txt",19,False,True,186,"test",True,True,"query",True
"DLEO.440.402","BerHam132.87v.2.txt","data/decritals_labelled/DLEO.440.402/BerHam132.87v.2.txt",19,False,True,187,"train",False,True,"train",False
"DLEO.440.402","BerHam132.87v.3.txt","data/decritals_labelled/DLEO.440.402/BerHam132.87v.3.txt",19,False,True,188,"train",False,True,"train",False
"DLEO.440.402","BerHam132.88r.1.txt","data/decritals_labelled/DLEO.440.402/BerHam132.88r.1.txt",19,False,True,189,"test",True,True,"reference",False
"DLEO.440.402","Brn425.50r.1.txt","data/decritals_labelled/DLEO.440.402/Brn425.50r.1.txt",19,False,True,190,"train",False,True,"train",False
