file_id,path
45,data/decritals_labelled/DFEL.483.609/C1525.146r.1.txt
46,data/decritals_labelled/DGEL.492.636/Brn425.39r.4.txt
47,data/decritals_labelled/DGEL.492.636/Brn425.39v.1.txt
48,data/decritals_labelled/DGEL.492.636/Brn425.45v.2.txt
49,data/decritals_labelled/DGEL.492.636/Brn425.46r.1.txt
50,data/decritals_labelled/DGEL.492.636/Brn425.46r.2.txt
51,data/decritals_labelled/DGEL.492.636/Brn425.46r.3.txt
52,data/decritals_labelled/DGEL.492.636/Brn425.46v.1.txt
53,data/decritals_labelled/DGEL.492.636/Brn425.52v.3.txt
54,data/decritals_labelled/DGEL.492.636/C1525.148v.1.txt
55,data/decritals_labelled/DGEL.492.636/C1525.148v.2.txt
56,data/decritals_labelled/DGEL.492.636/C1525.149r.1.txt
57,data/decritals_labelled/DGEL.492.636/C1525.149r.2.txt
58,data/decritals_labelled/DGEL.492.636/C1525.149v.1.txt
59,data/decritals_labelled/DGEL.492.636/C1525.149v.2.txt
60,data/decritals_labelled/DGEL.492.636/C1525.149v.3.txt
61,data/decritals_labelled/DGEL.492.636/C1525.150r.1.txt
62,data/decritals_labelled/DGEL.492.636/C1525.150r.2.txt
63,data/decritals_labelled/DGEL.492.636/C1525.150v.1.txt
64,data/decritals_labelled/DGEL.492.636/C1525.150v.2.txt
65,data/decritals_labelled/DGEL.492.636/C1525.150v.3.txt
66,data/decritals_labelled/DGEL.492.636/C1525.150v.4.txt
67,data/decritals_labelled/DGEL.492.636/C1525.150v.5.txt
68,data/decritals_labelled/DGEL.492.636/C1525.151r.1.txt
69,data/decritals_labelled/DGEL.492.636/C1525.151r.2.txt
70,data/decritals_labelled/DGEL.492.636/C1525.151v.1.txt
71,data/decritals_labelled/DGEL.492.636/C1525.151v.2.txt
72,data/decritals_labelled/DGEL.492.636/C1525.151v.3.txt
73,data/decritals_labelled/DGEL.492.636/C1525.152r.1.txt
74,data/decritals_labelled/DGEL.492.636/C1525.152r.2.txt
75,data/decritals_labelled/DGEL.492.636/C1525.152r.3.txt
76,data/decritals_labelled/DGEL.492.636/C1525.152r.4.txt
77,data/decritals_labelled/DGEL.492.636/C1525.152v.1.txt
78,data/decritals_labelled/DGEL.492.636/C1525.152v.2.txt
79,data/decritals_labelled/DGEL.492.636/C1525.152v.3.txt
80,data/decritals_labelled/DGEL.492.636/C1525.153r.1.txt
81,data/decritals_labelled/DGEL.492.636/C1525.153v.1.txt
82,data/decritals_labelled/DGEL.492.636/D1723.541.4.txt
83,data/decritals_labelled/DGEL.492.636/D1723.541.5.txt
84,data/decritals_labelled/DGEL.492.636/D1723.546.3.txt
85,data/decritals_labelled/DGEL.492.636/D1723.546.4.txt
86,data/decritals_labelled/DGEL.492.636/D1723.546.5.txt
87,data/decritals_labelled/DGEL.492.636/D1723.546.6.txt
88,data/decritals_labelled/DGEL.492.636/D1723.547.1.txt
89,data/decritals_labelled/DGEL.492.636/D1723.552.2.txt
90,data/decritals_labelled/DGEL.492.637/Brn425.38r.1.txt
91,data/decritals_labelled/DGEL.492.637/D1723.540.4.txt
92,data/decritals_labelled/DGEL.492.675/Kob58.1r.2.txt
93,data/decritals_labelled/DGEL.492.†700/BN2123.73v.1.txt
94,data/decritals_labelled/DGRE.590.1820/BAVPal575.2v.1.txt
95,data/decritals_labelled/DHIL.461.560/C1525.142v.2.txt
96,data/decritals_labelled/DHOR.514.787/Brn425.58r.1.txt
97,data/decritals_labelled/DHOR.514.787/D1723.557.11.txt
98,data/decritals_labelled/DHOR.514.857/C1525.167v.1.txt
99,data/decritals_labelled/DHYG.136.†35/StG614.164.1.txt
100,data/decritals_labelled/DINN.401.286/BN2123.77v.1.txt
101,data/decritals_labelled/DINN.401.286/BN2123.77v.2.txt
102,data/decritals_labelled/DINN.401.286/Brn425.47r.3.txt
103,data/decritals_labelled/DINN.401.286/Brn425.49v.1.txt
104,data/decritals_labelled/DINN.401.286/C1525.103r.1.txt
105,data/decritals_labelled/DINN.401.286/C1525.103r.2.txt
106,data/decritals_labelled/DINN.401.286/C1525.103v.1.txt
107,data/decritals_labelled/DINN.401.286/C1525.103v.2.txt
108,data/decritals_labelled/DINN.401.286/C1525.103v.3.txt
109,data/decritals_labelled/DINN.401.286/C1525.103v.4.txt
110,data/decritals_labelled/DINN.401.286/C1525.104r.1.txt
111,data/decritals_labelled/DINN.401.286/C1525.104r.2.txt
112,data/decritals_labelled/DINN.401.286/C1525.104r.3.txt
113,data/decritals_labelled/DINN.401.286/C1525.104v.1.txt
114,data/decritals_labelled/DINN.401.286/C1525.104v.2.txt
115,data/decritals_labelled/DINN.401.286/C1525.104v.3.txt
116,data/decritals_labelled/DINN.401.286/D1723.547.6.txt
117,data/decritals_labelled/DINN.401.286/D1723.549.2.txt
118,data/decritals_labelled/DINN.401.293/Brn425.47v.1.txt
119,data/decritals_labelled/DINN.401.293/Brn425.47v.2.txt
120,data/decritals_labelled/DINN.401.293/C1525.105r.1.txt
121,data/decritals_labelled/DINN.401.293/C1525.105v.1.txt
122,data/decritals_labelled/DINN.401.293/C1525.106r.1.txt
123,data/decritals_labelled/DINN.401.293/C1525.106r.2.txt
124,data/decritals_labelled/DINN.401.293/C1525.106r.3.txt
125,data/decritals_labelled/DINN.401.293/C1525.106v.1.txt
126,data/decritals_labelled/DINN.401.293/C1525.106v.2.txt
127,data/decritals_labelled/DINN.401.293/D1723.547.7.txt
128,data/decritals_labelled/DINN.401.293/D1723.547.8.txt
129,data/decritals_labelled/DINN.401.297/C1525.109r.1.txt
130,data/decritals_labelled/DINN.401.299/C1525.111v.2.txt
131,data/decritals_labelled/DINN.401.301/C1525.109r.3.txt
132,data/decritals_labelled/DINN.401.302/C1525.109r.2.txt
133,data/decritals_labelled/DINN.401.303/Brn425.18v.2.txt
134,data/decritals_labelled/DINN.401.303/C1525.112r.1.txt
135,data/decritals_labelled/DINN.401.303/C1525.112v.1.txt
136,data/decritals_labelled/DINN.401.303/C1525.113r.1.txt
137,data/decritals_labelled/DINN.401.303/C1525.113r.2.txt
138,data/decritals_labelled/DINN.401.303/C1525.113v.1.txt
139,data/decritals_labelled/DINN.401.303/C1525.114r.1.txt
140,data/decritals_labelled/DINN.401.303/C1525.114v.1.txt
141,data/decritals_labelled/DINN.401.304/C1525.108r.2.txt
142,data/decritals_labelled/DINN.401.305/C1525.110r.1.txt
143,data/decritals_labelled/DINN.401.306/C1525.109v.2.txt
144,data/decritals_labelled/DINN.401.307/C1525.111r.3.txt
145,data/decritals_labelled/DINN.401.308/C1525.109v.3.txt
146,data/decritals_labelled/DINN.401.309/C1525.109v.1.txt
147,data/decritals_labelled/DINN.401.310/Brn425.18v.1.txt
148,data/decritals_labelled/DINN.401.310/C1525.110v.1.txt
149,data/decritals_labelled/DINN.401.310/C1525.111r.1.txt
150,data/decritals_labelled/DINN.401.310/C1525.111r.2.txt
151,data/decritals_labelled/DINN.401.310/D1723.523.1.txt
152,data/decritals_labelled/DINN.401.311/BN2123.90r.3.txt
153,data/decritals_labelled/DINN.401.311/BN2123.91v.3.txt
154,data/decritals_labelled/DINN.401.311/C1525.101r.1.txt
155,data/decritals_labelled/DINN.401.311/C1525.101r.2.txt
156,data/decritals_labelled/DINN.401.311/C1525.101v.1.txt
157,data/decritals_labelled/DINN.401.311/C1525.101v.2.txt
158,data/decritals_labelled/DINN.401.311/C1525.102r.1.txt
159,data/decritals_labelled/DINN.401.311/C1525.102r.2.txt
160,data/decritals_labelled/DINN.401.311/C1525.102r.3.txt
161,data/decritals_labelled/DINN.401.311/C1525.102r.4.txt
162,data/decritals_labelled/DINN.401.313/C1525.108v.2.txt
163,data/decritals_labelled/DINN.401.314/Brn425.47v.3.txt
164,data/decritals_labelled/DINN.401.314/Brn425.47v.4.txt
165,data/decritals_labelled/DINN.401.314/Brn425.48r.1.txt
166,data/decritals_labelled/DINN.401.314/Brn425.48r.2.txt
167,data/decritals_labelled/DINN.401.314/Brn425.48r.3.txt
168,data/decritals_labelled/DINN.401.314/C1525.107r.1.txt
169,data/decritals_labelled/DINN.401.314/C1525.107r.2.txt
170,data/decritals_labelled/DINN.401.314/C1525.107r.3.txt
171,data/decritals_labelled/DINN.401.314/C1525.107v.1.txt
172,data/decritals_labelled/DINN.401.314/C1525.107v.2.txt
173,data/decritals_labelled/DINN.401.314/D1723.548.1.txt
174,data/decritals_labelled/DINN.401.314/D1723.548.2.txt
175,data/decritals_labelled/DINN.401.314/D1723.548.3.txt
176,data/decritals_labelled/DINN.401.314/D1723.548.4.txt
177,data/decritals_labelled/DINN.401.314/D1723.548.5.txt
178,data/decritals_labelled/DINN.401.315/C1525.107v.3.txt
179,data/decritals_labelled/DINN.401.316/C1525.108r.1.txt
180,data/decritals_labelled/DINN.401.317/Brn425.37r.3.txt
181,data/decritals_labelled/DINN.401.317/C1525.108v.1.txt
182,data/decritals_labelled/DINN.401.317/D1723.539.6.txt
183,data/decritals_labelled/DINN.401.318/C1525.111v.1.txt
184,data/decritals_labelled/DLEO.440.402/BN2123.78r.4.txt
185,data/decritals_labelled/DLEO.440.402/BerHam132.87r.2.txt
186,data/decritals_labelled/DLEO.440.402/BerHam132.87v.1.txt
187,data/decritals_labelled/DLEO.440.402/BerHam132.87v.2.txt
188,data/decritals_labelled/DLEO.440.402/BerHam132.87v.3.txt
189,data/decritals_labelled/DLEO.440.402/BerHam132.88r.1.txt
190,data/decritals_labelled/DLEO.440.402/Brn425.50r.1.txt
191,data/decritals_labelled/DLEO.440.402/Brn425.50r.2.txt
192,data/decritals_labelled/DLEO.440.402/Brn425.50v.1.txt
193,data/decritals_labelled/DLEO.440.402/Brn425.52v.5.txt
194,data/decritals_labelled/DLEO.440.402/C1525.127r.1.txt
195,data/decritals_labelled/DLEO.440.402/C1525.127r.2.txt
196,data/decritals_labelled/DLEO.440.402/C1525.127v.1.txt
197,data/decritals_labelled/DLEO.440.402/C1525.127v.2.txt
198,data/decritals_labelled/DLEO.440.402/C1525.127v.3.txt
199,data/decritals_labelled/DLEO.440.402/D1723.549.5.txt
200,data/decritals_labelled/DLEO.440.402/D1723.550.1.txt
201,data/decritals_labelled/DLEO.440.402/D1723.550.2.txt
202,data/decritals_labelled/DLEO.440.402/D1723.552.4.txt
203,data/decritals_labelled/DLEO.440.405/BerHam132.85r.1.txt
204,data/decritals_labelled/DLEO.440.405/C1525.127v.4.txt
205,data/decritals_labelled/DLEO.440.406/BerHam132.98v.3.txt
206,data/decritals_labelled/DLEO.440.406/Brn425.61r.1.txt
207,data/decritals_labelled/DLEO.440.406/D1723.560.2.txt
208,data/decritals_labelled/DLEO.440.410/BerHam132.93r.4.txt
209,data/decritals_labelled/DLEO.440.410/C1525.137v.3.txt
210,data/decritals_labelled/DLEO.440.411/BerHam132.90v.1.txt
211,data/decritals_labelled/DLEO.440.411/BerHam132.91r.1.txt
212,data/decritals_labelled/DLEO.440.411/BerHam132.91r.2.txt
213,data/decritals_labelled/DLEO.440.411/BerHam132.91v.1.txt
214,data/decritals_labelled/DLEO.440.411/BerHam132.91v.2.txt
215,data/decritals_labelled/DLEO.440.411/BerHam132.91v.3.txt
216,data/decritals_labelled/DLEO.440.411/BerHam132.91v.4.txt
217,data/decritals_labelled/DLEO.440.411/BerHam132.91v.5.txt
218,data/decritals_labelled/DLEO.440.411/BerHam132.92r.1.txt
219,data/decritals_labelled/DLEO.440.411/BerHam132.92r.2.txt
220,data/decritals_labelled/DLEO.440.411/BerHam132.92r.3.txt
221,data/decritals_labelled/DLEO.440.411/Brn425.51r.1.txt
222,data/decritals_labelled/DLEO.440.411/Brn425.51r.2.txt
223,data/decritals_labelled/DLEO.440.411/Brn425.64r.4.txt
224,data/decritals_labelled/DLEO.440.411/C1525.133v.5.txt
225,data/decritals_labelled/DLEO.440.411/C1525.135r.1.txt
226,data/decritals_labelled/DLEO.440.411/C1525.135r.2.txt
227,data/decritals_labelled/DLEO.440.411/C1525.135r.3.txt
228,data/decritals_labelled/DLEO.440.411/C1525.135r.4.txt
229,data/decritals_labelled/DLEO.440.411/C1525.135r.5.txt
230,data/decritals_labelled/DLEO.440.411/C1525.135v.1.txt
231,data/decritals_labelled/DLEO.440.411/C1525.135v.2.txt
232,data/decritals_labelled/DLEO.440.411/C1525.135v.3.txt
233,data/decritals_labelled/DLEO.440.411/C1525.136r.1.txt
234,data/decritals_labelled/DLEO.440.411/C1525.136r.2.txt
235,data/decritals_labelled/DLEO.440.411/D1723.550.4.txt
236,data/decritals_labelled/DLEO.440.411/D1723.550.5.txt
237,data/decritals_labelled/DLEO.440.412/BN2123.73r.3.txt
238,data/decritals_labelled/DLEO.440.414/BerHam132.85r.2.txt
239,data/decritals_labelled/DLEO.440.414/BerHam132.85r.3.txt
240,data/decritals_labelled/DLEO.440.414/BerHam132.85v.1.txt
241,data/decritals_labelled/DLEO.440.414/BerHam132.86v.1.txt
242,data/decritals_labelled/DLEO.440.414/BerHam132.86v.2.txt
243,data/decritals_labelled/DLEO.440.414/BerHam132.86v.3.txt
244,data/decritals_labelled/DLEO.440.414/BerHam132.87r.1.txt
245,data/decritals_labelled/DLEO.440.414/BerHam1332.86r.2.txt
246,data/decritals_labelled/DLEO.440.414/Brn425.44r.3.txt
247,data/decritals_labelled/DLEO.440.414/Brn425.44r.4.txt
248,data/decritals_labelled/DLEO.440.414/C1525.128v.1.txt
249,data/decritals_labelled/DLEO.440.414/C1525.128v.2.txt
250,data/decritals_labelled/DLEO.440.414/C1525.129r.1.txt
251,data/decritals_labelled/DLEO.440.414/C1525.129v.1.txt
252,data/decritals_labelled/DLEO.440.414/C1525.130r.1.txt
253,data/decritals_labelled/DLEO.440.414/C1525.130r.2.txt
254,data/decritals_labelled/DLEO.440.414/C1525.130v.1.txt
255,data/decritals_labelled/DLEO.440.414/D1723.545.2.txt
256,data/decritals_labelled/DLEO.440.414/D1723.545.3.txt
257,data/decritals_labelled/DLEO.440.416/BerHam132.88r.2.txt
258,data/decritals_labelled/DLEO.440.416/Brn425.19v.1.txt
259,data/decritals_labelled/DLEO.440.416/C1525.130v.2.txt
260,data/decritals_labelled/DLEO.440.416/D1723.523.7.txt
261,data/decritals_labelled/DLEO.440.418/BerHam132.76r.1.txt
262,data/decritals_labelled/DLEO.440.420/BerHam132.76r.2.txt
263,data/decritals_labelled/DLEO.440.423/BerHam132.77r.1.txt
264,data/decritals_labelled/DLEO.440.427/BerHam132.78v.2.txt
265,data/decritals_labelled/DLEO.440.438/BerHam132.79r.1.txt
266,data/decritals_labelled/DLEO.440.439/BerHam132.79v.1.txt
267,data/decritals_labelled/DLEO.440.448/BerHam132.79v.2.txt
268,data/decritals_labelled/DLEO.440.449/BerHam132.80r.1.txt
269,data/decritals_labelled/DLEO.440.452/BerHam132.80r.2.txt
270,data/decritals_labelled/DLEO.440.453/BerHam132.80v.1.txt
271,data/decritals_labelled/DLEO.440.454/BerHam132.80v.2.txt
272,data/decritals_labelled/DLEO.440.459/BerHam132.81r.1.txt
273,data/decritals_labelled/DLEO.440.460/BerHam132.81r.2.txt
274,data/decritals_labelled/DLEO.440.460/BerHam132.81r.3.txt
275,data/decritals_labelled/DLEO.440.460/BerHam132.81v.1.txt
276,data/decritals_labelled/DLEO.440.460/BerHam132.81v.2.txt
277,data/decritals_labelled/DLEO.440.460/Brn425.19r.4.txt
278,data/decritals_labelled/DLEO.440.460/D1723.523.6.txt
279,data/decritals_labelled/DLEO.440.462/BerHam132.81v.3.txt
280,data/decritals_labelled/DLEO.440.463/BerHam132.81v.4.txt
281,data/decritals_labelled/DLEO.440.465/BerHam132.82r.1.txt
282,data/decritals_labelled/DLEO.440.470/BerHam132.82v.1.txt
283,data/decritals_labelled/DLEO.440.473/BerHam132.82v.2.txt
284,data/decritals_labelled/DLEO.440.481/BerHam132.83r.1.txt
285,data/decritals_labelled/DLEO.440.483/BerHam132.83r.2.txt
286,data/decritals_labelled/DLEO.440.485/BerHam132.98r.1.txt
287,data/decritals_labelled/DLEO.440.485/BerHam132.98r.2.txt
288,data/decritals_labelled/DLEO.440.485/BerHam132.98r.3.txt
289,data/decritals_labelled/DLEO.440.485/Brn425.13r.1.txt
290,data/decritals_labelled/DLEO.440.485/Brn425.14v.5.txt
291,data/decritals_labelled/DLEO.440.485/Brn425.64v.1.txt
292,data/decritals_labelled/DLEO.440.485/D1723.518.20.txt
293,data/decritals_labelled/DLEO.440.485/D1723.520.2.txt
294,data/decritals_labelled/DLEO.440.485/D1723.563.4.txt
295,data/decritals_labelled/DLEO.440.536/BN2123.89v.4.txt
296,data/decritals_labelled/DLEO.440.536/BerHam132.92v.1.txt
297,data/decritals_labelled/DLEO.440.536/BerHam132.92v.2.txt
298,data/decritals_labelled/DLEO.440.536/BerHam132.92v.3.txt
299,data/decritals_labelled/DLEO.440.536/BerHam132.92v.4.txt
300,data/decritals_labelled/DLEO.440.536/BerHam132.92v.5.txt
301,data/decritals_labelled/DLEO.440.536/BerHam132.93r.1.txt
302,data/decritals_labelled/DLEO.440.536/BerHam132.93r.2.txt
303,data/decritals_labelled/DLEO.440.536/BerHam132.93r.3.txt
304,data/decritals_labelled/DLEO.440.536/Brn425.18r.3.txt
305,data/decritals_labelled/DLEO.440.536/Brn425.22v.2.txt
306,data/decritals_labelled/DLEO.440.536/Brn425.22v.3.txt
307,data/decritals_labelled/DLEO.440.536/Brn425.23r.1.txt
308,data/decritals_labelled/DLEO.440.536/Brn425.23r.2.txt
309,data/decritals_labelled/DLEO.440.536/C1525.136v.1.txt
310,data/decritals_labelled/DLEO.440.536/C1525.137r.1.txt
311,data/decritals_labelled/DLEO.440.536/C1525.137r.2.txt
312,data/decritals_labelled/DLEO.440.536/C1525.137r.3.txt
313,data/decritals_labelled/DLEO.440.536/C1525.137r.4.txt
314,data/decritals_labelled/DLEO.440.536/C1525.137v.1.txt
315,data/decritals_labelled/DLEO.440.536/C1525.137v.2.txt
316,data/decritals_labelled/DLEO.440.536/D1723.522.6.txt
317,data/decritals_labelled/DLEO.440.536/D1723.526.2.txt
318,data/decritals_labelled/DLEO.440.536/D1723.526.3.txt
319,data/decritals_labelled/DLEO.440.536/D1723.526.4.txt
320,data/decritals_labelled/DLEO.440.536/D1723.526.5.txt
321,data/decritals_labelled/DLEO.440.543/BerHam132.98v.1.txt
322,data/decritals_labelled/DLEO.440.543/BerHam132.98v.2.txt
323,data/decritals_labelled/DLEO.440.544/BerHam132.88v.1.txt
324,data/decritals_labelled/DLEO.440.544/BerHam132.89r.1.txt
325,data/decritals_labelled/DLEO.440.544/BerHam132.89r.2.txt
326,data/decritals_labelled/DLEO.440.544/BerHam132.89v.1.txt
327,data/decritals_labelled/DLEO.440.544/BerHam132.89v.2.txt
328,data/decritals_labelled/DLEO.440.544/BerHam132.89v.3.txt
329,data/decritals_labelled/DLEO.440.544/BerHam132.89v.4.txt
330,data/decritals_labelled/DLEO.440.544/BerHam132.89v.5.txt
331,data/decritals_labelled/DLEO.440.544/BerHam132.89v.6.txt
332,data/decritals_labelled/DLEO.440.544/BerHam132.89v.7.txt
333,data/decritals_labelled/DLEO.440.544/BerHam132.90r.1.txt
334,data/decritals_labelled/DLEO.440.544/BerHam132.90r.2.txt
335,data/decritals_labelled/DLEO.440.544/BerHam132.90r.3.txt
336,data/decritals_labelled/DLEO.440.544/BerHam132.90r.4.txt
337,data/decritals_labelled/DLEO.440.544/BerHam132.90r.5.txt
338,data/decritals_labelled/DLEO.440.544/BerHam132.90r.6.txt
339,data/decritals_labelled/DLEO.440.544/BerHam132.90r.7.txt
340,data/decritals_labelled/DLEO.440.544/BerHam132.90r.8.txt
341,data/decritals_labelled/DLEO.440.544/Brn425.13v.1.txt
342,data/decritals_labelled/DLEO.440.544/Brn425.13v.2.txt
343,data/decritals_labelled/DLEO.440.544/Brn425.13v.3.txt
344,data/decritals_labelled/DLEO.440.544/Brn425.13v.4.txt
345,data/decritals_labelled/DLEO.440.544/Brn425.17r.2.txt
346,data/decritals_labelled/DLEO.440.544/Brn425.22r.3.txt
347,data/decritals_labelled/DLEO.440.544/Brn425.22v.1.txt
348,data/decritals_labelled/DLEO.440.544/Brn425.50v.2.txt
349,data/decritals_labelled/DLEO.440.544/C1525.132r.1.txt
350,data/decritals_labelled/DLEO.440.544/C1525.132r.2.txt
351,data/decritals_labelled/DLEO.440.544/C1525.132r.3.txt
352,data/decritals_labelled/DLEO.440.544/C1525.132r.4.txt
353,data/decritals_labelled/DLEO.440.544/C1525.132v.1.txt
354,data/decritals_labelled/DLEO.440.544/C1525.132v.2.txt
355,data/decritals_labelled/DLEO.440.544/C1525.132v.3.txt
356,data/decritals_labelled/DLEO.440.544/C1525.132v.4.txt
357,data/decritals_labelled/DLEO.440.544/C1525.133r.1.txt
358,data/decritals_labelled/DLEO.440.544/C1525.133r.2.txt
359,data/decritals_labelled/DLEO.440.544/C1525.133r.3.txt
360,data/decritals_labelled/DLEO.440.544/C1525.133r.4.txt
361,data/decritals_labelled/DLEO.440.544/C1525.133v.1.txt
362,data/decritals_labelled/DLEO.440.544/C1525.133v.2.txt
363,data/decritals_labelled/DLEO.440.544/C1525.133v.3.txt
364,data/decritals_labelled/DLEO.440.544/C1525.133v.4.txt
365,data/decritals_labelled/DLEO.440.544/D1723.518.21.txt
366,data/decritals_labelled/DLEO.440.544/D1723.518.22.txt
367,data/decritals_labelled/DLEO.440.544/D1723.519.1.txt
368,data/decritals_labelled/DLEO.440.544/D1723.519.2.txt
369,data/decritals_labelled/DLEO.440.544/D1723.521.7.txt
370,data/decritals_labelled/DLEO.440.544/D1723.525.11.txt
371,data/decritals_labelled/DLEO.440.544/D1723.526.1.txt
372,data/decritals_labelled/DLEO.440.544/D1723.550.3.txt
373,data/decritals_labelled/DLEO.440.544/Kob58.1r.1.txt
374,data/decritals_labelled/DLEO.440.545/BerHam132.103r.1.txt
375,data/decritals_labelled/DLEO.440.†551/BerHam132.95r.1.txt
376,data/decritals_labelled/DPIU.140.†43/StG614.164.2.txt
377,data/decritals_labelled/DPIU.140.†44/StG614.165.1.txt
378,data/decritals_labelled/DPIU.140.†44/StG614.166.1.txt
379,data/decritals_labelled/DSIM.468.570/Brn425.40r.1.txt
380,data/decritals_labelled/DSIM.468.570/C1525.144v.1.txt
381,data/decritals_labelled/DSIM.468.570/D1723.541.6.txt
382,data/decritals_labelled/DSIM.468.583/C1525.144r.3.txt
383,data/decritals_labelled/DSIR.384.255/Brn425.14r.3.txt
384,data/decritals_labelled/DSIR.384.255/Brn425.20v.1.txt
385,data/decritals_labelled/DSIR.384.255/Brn425.23v.1.txt
386,data/decritals_labelled/DSIR.384.255/Brn425.49r.1.txt
387,data/decritals_labelled/DSIR.384.255/C1525.96v.1.txt
388,data/decritals_labelled/DSIR.384.255/C1525.96v.2.txt
389,data/decritals_labelled/DSIR.384.255/C1525.97r.1.txt
390,data/decritals_labelled/DSIR.384.255/C1525.97r.2.txt
391,data/decritals_labelled/DSIR.384.255/C1525.97r.3.txt
392,data/decritals_labelled/DSIR.384.255/C1525.97v.1.txt
393,data/decritals_labelled/DSIR.384.255/C1525.97v.2.txt
394,data/decritals_labelled/DSIR.384.255/C1525.98r.1.txt
395,data/decritals_labelled/DSIR.384.255/C1525.98v.1.txt
396,data/decritals_labelled/DSIR.384.255/C1525.98v.2.txt
397,data/decritals_labelled/DSIR.384.255/C1525.98v.3.txt
398,data/decritals_labelled/DSIR.384.255/C1525.98v.4.txt
399,data/decritals_labelled/DSIR.384.255/C1525.98v.5.txt
400,data/decritals_labelled/DSIR.384.255/C1525.99r.1.txt
401,data/decritals_labelled/DSIR.384.255/C1525.99r.2.txt
402,data/decritals_labelled/DSIR.384.255/D1723.519.5.txt
403,data/decritals_labelled/DSIR.384.255/D1723.524.8.txt
404,data/decritals_labelled/DSIR.384.255/D1723.526.6.txt
405,data/decritals_labelled/DSIR.384.255/D1723.549.1.txt
406,data/decritals_labelled/DSIR.384.†267/BN2123.89r.9.txt
407,data/decritals_labelled/DSIR.384.†268/BN2123.89v.1.txt
408,data/decritals_labelled/DSIR.384.†269/BN2123.89v.2.txt
409,data/decritals_labelled/DSIR.384.†270/BN2123.89v.3.txt
410,data/decritals_labelled/DSIX.115.†32/StG614.160.1.txt
411,data/decritals_labelled/DSOT.166.†61/StG614.168.1.txt
412,data/decritals_labelled/DSYM.498.764/BN2123.81r.5.txt
413,data/decritals_labelled/DSYM.498.764/Brn425.23v.2.txt
414,data/decritals_labelled/DSYM.498.764/D1723.527.1.txt
415,data/decritals_labelled/DTEL.125.†34/StG614.161.1.txt
416,data/decritals_labelled/DTEL.125.†34/StG614.162.1.txt
417,data/decritals_labelled/DTEL.125.†34/StG614.163.1.txt
418,data/decritals_labelled/DURB.222.†87/StG614.180.1.txt
419,data/decritals_labelled/DURB.222.†87/StG614.182.1.txt
420,data/decritals_labelled/DURB.222.†87/StG614.182.2.txt
