query_file_id,query_path,query_folder_id,pos_partner_file_id,pos_partner_path,neg_partner_file_id,neg_partner_path,neg_partner_folder_id
86,/u/irowerojas/localLatin/canon/CANC.314.15/D1723.525.2.txt,CANC.314.15,88,/u/irowerojas/localLatin/canon/CANC.314.15/KoeD213.23r.2.txt,289,/u/irowerojas/localLatin/canon/CANT.328.8/Brn425.64r.1.txt,CANT.328.8
87,/u/irowerojas/localLatin/canon/CANC.314.15/Hat42.158v.2.txt,CANC.314.15,88,/u/irowerojas/localLatin/canon/CANC.314.15/KoeD213.23r.2.txt,628,/u/irowerojas/localLatin/canon/CNEO.315.13/Brn425.56v.2.txt,CNEO.315.13
88,/u/irowerojas/localLatin/canon/CANC.314.15/KoeD213.23r.2.txt,CANC.314.15,87,/u/irowerojas/localLatin/canon/CANC.314.15/Hat42.158v.2.txt,700,/u/irowerojas/localLatin/canon/CNIC.325.13/C1525.12v.3.txt,CNIC.325.13
89,/u/irowerojas/localLatin/canon/CANC.314.16/BAV1341.12r.3.txt,CANC.314.16,94,/u/irowerojas/localLatin/canon/CANC.314.16/Hat42.159r.1.txt,841,/u/irowerojas/localLatin/canon/CORL.511.20/BAV1341.55r.8.txt,CORL.511.20
93,/u/irowerojas/localLatin/canon/CANC.314.16/D1723.525.3.txt,CANC.314.16,94,/u/irowerojas/localLatin/canon/CANC.314.16/Hat42.159r.1.txt,793,/u/irowerojas/localLatin/canon/CORA.441.2/Brn425.55v.11.txt,CORA.441.2
94,/u/irowerojas/localLatin/canon/CANC.314.16/Hat42.159r.1.txt,CANC.314.16,93,/u/irowerojas/localLatin/canon/CANC.314.16/D1723.525.3.txt,568,/u/irowerojas/localLatin/canon/CLAO.300.46/BN2123.88v.4.txt,CLAO.300.46
96,/u/irowerojas/localLatin/canon/CANC.314.17/BAV1341.12r.4.txt,CANC.314.17,98,/u/irowerojas/localLatin/canon/CANC.314.17/Hat42.159r.2.txt,337,/u/irowerojas/localLatin/canon/CARL.501?.2/BAV1341.46r.2.txt,CARL.501?.2
98,/u/irowerojas/localLatin/canon/CANC.314.17/Hat42.159r.2.txt,CANC.314.17,96,/u/irowerojas/localLatin/canon/CANC.314.17/BAV1341.12r.4.txt,911,/u/irowerojas/localLatin/canon/CTOL.397.15/BAVPal575.4r.9.txt,CTOL.397.15
103,/u/irowerojas/localLatin/canon/CANC.314.18/D1723.547.5.txt,CANC.314.18,105,/u/irowerojas/localLatin/canon/CANC.314.18/KoeD213.24r.2.txt,43,/u/irowerojas/localLatin/canon/CAGD.506.52/D1723.563.8.txt,CAGD.506.52
104,/u/irowerojas/localLatin/canon/CANC.314.18/Hat42.159r.3.txt,CANC.314.18,103,/u/irowerojas/localLatin/canon/CANC.314.18/D1723.547.5.txt,1131,/u/irowerojas/localLatin/canon/Can.apost.35/C1525.6v.3.txt,Can.apost.35
105,/u/irowerojas/localLatin/canon/CANC.314.18/KoeD213.24r.2.txt,CANC.314.18,103,/u/irowerojas/localLatin/canon/CANC.314.18/D1723.547.5.txt,121,/u/irowerojas/localLatin/canon/CANC.314.20/D1723.530.5.txt,CANC.314.20
106,/u/irowerojas/localLatin/canon/CANC.314.19/BAV1341.12r.6.txt,CANC.314.19,109,/u/irowerojas/localLatin/canon/CANC.314.19/D1723.525.4.txt,939,/u/irowerojas/localLatin/canon/CTOL.633.50/WlfH1062.11r.1.txt,CTOL.633.50
109,/u/irowerojas/localLatin/canon/CANC.314.19/D1723.525.4.txt,CANC.314.19,110,/u/irowerojas/localLatin/canon/CANC.314.19/Hat42.159v.1.txt,390,/u/irowerojas/localLatin/canon/CAUX.561.42/Kob58.41v.3.txt,CAUX.561.42
110,/u/irowerojas/localLatin/canon/CANC.314.19/Hat42.159v.1.txt,CANC.314.19,109,/u/irowerojas/localLatin/canon/CANC.314.19/D1723.525.4.txt,1136,/u/irowerojas/localLatin/canon/Can.apost.36/C1525.6v.4.txt,Can.apost.36
114,/u/irowerojas/localLatin/canon/CANC.314.2/Hat42.156r.2.txt,CANC.314.2,115,/u/irowerojas/localLatin/canon/CANC.314.2/KoeD213.20r.2.txt,1143,/u/irowerojas/localLatin/canon/Can.apost.37/Hat42.147v.2.txt,Can.apost.37
115,/u/irowerojas/localLatin/canon/CANC.314.2/KoeD213.20r.2.txt,CANC.314.2,114,/u/irowerojas/localLatin/canon/CANC.314.2/Hat42.156r.2.txt,489,/u/irowerojas/localLatin/canon/CGAN.355.15/KoeD213.30r.6.txt,CGAN.355.15
116,/u/irowerojas/localLatin/canon/CANC.314.20/BAV1341.12r.7.txt,CANC.314.20,117,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.21v.3.txt,290,/u/irowerojas/localLatin/canon/CANT.328.8/C1525.28r.5.txt,CANT.328.8
117,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.21v.3.txt,CANC.314.20,116,/u/irowerojas/localLatin/canon/CANC.314.20/BAV1341.12r.7.txt,41,/u/irowerojas/localLatin/canon/CAGD.506.51/Brn425.42v.3.txt,CAGD.506.51
119,/u/irowerojas/localLatin/canon/CANC.314.20/C1525.21r.3.txt,CANC.314.20,116,/u/irowerojas/localLatin/canon/CANC.314.20/BAV1341.12r.7.txt,353,/u/irowerojas/localLatin/canon/CARL.501?.4/BAV1341.46r.4.txt,CARL.501?.4
121,/u/irowerojas/localLatin/canon/CANC.314.20/D1723.530.5.txt,CANC.314.20,117,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.21v.3.txt,800,/u/irowerojas/localLatin/canon/CORA.441.24/BN2123.78r.2.txt,CORA.441.24
124,/u/irowerojas/localLatin/canon/CANC.314.21/BAV1341.12r.8.txt,CANC.314.21,127,/u/irowerojas/localLatin/canon/CANC.314.21/C1525.21r.4.txt,640,/u/irowerojas/localLatin/canon/CNEO.315.2/BN2123.98r.9.txt,CNEO.315.2
127,/u/irowerojas/localLatin/canon/CANC.314.21/C1525.21r.4.txt,CANC.314.21,128,/u/irowerojas/localLatin/canon/CANC.314.21/D1723.530.6.txt,485,/u/irowerojas/localLatin/canon/CGAN.355.14/Hat42.165v.2.txt,CGAN.355.14
128,/u/irowerojas/localLatin/canon/CANC.314.21/D1723.530.6.txt,CANC.314.21,127,/u/irowerojas/localLatin/canon/CANC.314.21/C1525.21r.4.txt,704,/u/irowerojas/localLatin/canon/CNIC.325.14/C1525.12v.4.txt,CNIC.325.14
131,/u/irowerojas/localLatin/canon/CANC.314.22/BAV1341.12r.9.txt,CANC.314.22,133,/u/irowerojas/localLatin/canon/CANC.314.22/Brn425.27r.5.txt,693,/u/irowerojas/localLatin/canon/CNIC.325.12/Brn425.17v.2.txt,CNIC.325.12
133,/u/irowerojas/localLatin/canon/CANC.314.22/Brn425.27r.5.txt,CANC.314.22,135,/u/irowerojas/localLatin/canon/CANC.314.22/D1723.530.7.txt,751,/u/irowerojas/localLatin/canon/CNIC.325.4/D1723.557.9.txt,CNIC.325.4
135,/u/irowerojas/localLatin/canon/CANC.314.22/D1723.530.7.txt,CANC.314.22,133,/u/irowerojas/localLatin/canon/CANC.314.22/Brn425.27r.5.txt,906,/u/irowerojas/localLatin/canon/CTOL.397.10/BAVPal575.4r.4.txt,CTOL.397.10
140,/u/irowerojas/localLatin/canon/CANC.314.23/C1525.21r.6.txt,CANC.314.23,142,/u/irowerojas/localLatin/canon/CANC.314.23/Hat42.159v.5.txt,1003,/u/irowerojas/localLatin/canon/Can.apost.11/Vat5845.7v.3.txt,Can.apost.11
141,/u/irowerojas/localLatin/canon/CANC.314.23/D1723.529.4.txt,CANC.314.23,142,/u/irowerojas/localLatin/canon/CANC.314.23/Hat42.159v.5.txt,67,/u/irowerojas/localLatin/canon/CANC.314.11/C1525.20r.3.txt,CANC.314.11
142,/u/irowerojas/localLatin/canon/CANC.314.23/Hat42.159v.5.txt,CANC.314.23,141,/u/irowerojas/localLatin/canon/CANC.314.23/D1723.529.4.txt,168,/u/irowerojas/localLatin/canon/CANC.314.6/Hat42.157v.1.txt,CANC.314.6
144,/u/irowerojas/localLatin/canon/CANC.314.24/BAV1341.12v.1.txt,CANC.314.24,146,/u/irowerojas/localLatin/canon/CANC.314.24/C1525.21v.1.txt,1133,/u/irowerojas/localLatin/canon/Can.apost.35/KoeD213.8r.1.txt,Can.apost.35
145,/u/irowerojas/localLatin/canon/CANC.314.24/Brn425.21v.4.txt,CANC.314.24,146,/u/irowerojas/localLatin/canon/CANC.314.24/C1525.21v.1.txt,797,/u/irowerojas/localLatin/canon/CORA.441.23/BAV1341.50r.8.txt,CORA.441.23
146,/u/irowerojas/localLatin/canon/CANC.314.24/C1525.21v.1.txt,CANC.314.24,145,/u/irowerojas/localLatin/canon/CANC.314.24/Brn425.21v.4.txt,801,/u/irowerojas/localLatin/canon/CORA.441.25/BAV1341.50r.10.txt,CORA.441.25
151,/u/irowerojas/localLatin/canon/CANC.314.3/BAV1341.11r.11.txt,CANC.314.3,154,/u/irowerojas/localLatin/canon/CANC.314.3/KoeD213.20v.1.txt,1141,/u/irowerojas/localLatin/canon/Can.apost.37/BN2123.84v.8.txt,Can.apost.37
154,/u/irowerojas/localLatin/canon/CANC.314.3/KoeD213.20v.1.txt,CANC.314.3,151,/u/irowerojas/localLatin/canon/CANC.314.3/BAV1341.11r.11.txt,225,/u/irowerojas/localLatin/canon/CANT.328.18/BAV1341.17v.8.txt,CANT.328.18
155,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.12.txt,CANC.314.4,161,/u/irowerojas/localLatin/canon/CANC.314.4/KoeD213.21r.1.txt,940,/u/irowerojas/localLatin/canon/CTOL.633.51/WlfH1062.11r.2.txt,CTOL.633.51
156,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.13.txt,CANC.314.4,155,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.12.txt,817,/u/irowerojas/localLatin/canon/CORL.511.12/BAV1341.54v.23.txt,CORL.511.12
161,/u/irowerojas/localLatin/canon/CANC.314.4/KoeD213.21r.1.txt,CANC.314.4,156,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.13.txt,1119,/u/irowerojas/localLatin/canon/Can.apost.32/Vat5845.9r.1.txt,Can.apost.32
162,/u/irowerojas/localLatin/canon/CANC.314.5/BAV1341.11v.1.txt,CANC.314.5,163,/u/irowerojas/localLatin/canon/CANC.314.5/C1525.19v.1.txt,339,/u/irowerojas/localLatin/canon/CARL.501?.21/BAV1341.46v.7.txt,CARL.501?.21
163,/u/irowerojas/localLatin/canon/CANC.314.5/C1525.19v.1.txt,CANC.314.5,162,/u/irowerojas/localLatin/canon/CANC.314.5/BAV1341.11v.1.txt,404,/u/irowerojas/localLatin/canon/CCHA.451.12/BN2123.84v.1.txt,CCHA.451.12
166,/u/irowerojas/localLatin/canon/CANC.314.6/BAV1341.11v.2.txt,CANC.314.6,168,/u/irowerojas/localLatin/canon/CANC.314.6/Hat42.157v.1.txt,554,/u/irowerojas/localLatin/canon/CLAO.300.23/Brn425.55r.4.txt,CLAO.300.23
168,/u/irowerojas/localLatin/canon/CANC.314.6/Hat42.157v.1.txt,CANC.314.6,166,/u/irowerojas/localLatin/canon/CANC.314.6/BAV1341.11v.2.txt,556,/u/irowerojas/localLatin/canon/CLAO.300.24/Brn425.53r.4.txt,CLAO.300.24
170,/u/irowerojas/localLatin/canon/CANC.314.7/BAV1341.11v.3.txt,CANC.314.7,173,/u/irowerojas/localLatin/canon/CANC.314.7/KoeD213.22r.1.txt,906,/u/irowerojas/localLatin/canon/CTOL.397.10/BAVPal575.4r.4.txt,CTOL.397.10
173,/u/irowerojas/localLatin/canon/CANC.314.7/KoeD213.22r.1.txt,CANC.314.7,170,/u/irowerojas/localLatin/canon/CANC.314.7/BAV1341.11v.3.txt,913,/u/irowerojas/localLatin/canon/CTOL.397.17/BAVPal575.4v.1.txt,CTOL.397.17
174,/u/irowerojas/localLatin/canon/CANC.314.8/BAV1341.11v.4.txt,CANC.314.8,176,/u/irowerojas/localLatin/canon/CANC.314.8/Hat42.157v.3.txt,511,/u/irowerojas/localLatin/canon/CGAN.355.3/Hat42.164v.2.txt,CGAN.355.3
176,/u/irowerojas/localLatin/canon/CANC.314.8/Hat42.157v.3.txt,CANC.314.8,174,/u/irowerojas/localLatin/canon/CANC.314.8/BAV1341.11v.4.txt,597,/u/irowerojas/localLatin/canon/CMEA.845.10/WlfH1062.17v.2.txt,CMEA.845.10
178,/u/irowerojas/localLatin/canon/CANC.314.9/BAV1341.11v.5.txt,CANC.314.9,179,/u/irowerojas/localLatin/canon/CANC.314.9/Brn425.55r.5.txt,687,/u/irowerojas/localLatin/canon/CNIC.325.11/Brn425.17v.1.txt,CNIC.325.11
179,/u/irowerojas/localLatin/canon/CANC.314.9/Brn425.55r.5.txt,CANC.314.9,178,/u/irowerojas/localLatin/canon/CANC.314.9/BAV1341.11v.5.txt,105,/u/irowerojas/localLatin/canon/CANC.314.18/KoeD213.24r.2.txt,CANC.314.18
180,/u/irowerojas/localLatin/canon/CANC.314.9/C1525.20r.1.txt,CANC.314.9,179,/u/irowerojas/localLatin/canon/CANC.314.9/Brn425.55r.5.txt,439,/u/irowerojas/localLatin/canon/CCHA.451.8/D1723.524.11.txt,CCHA.451.8
187,/u/irowerojas/localLatin/canon/CANT.328.10/BAV1341.17r.8.txt,CANT.328.10,190,/u/irowerojas/localLatin/canon/CANT.328.10/D1723.557.5.txt,386,/u/irowerojas/localLatin/canon/CAUX.561.38/Kob58.41r.4.txt,CAUX.561.38
190,/u/irowerojas/localLatin/canon/CANT.328.10/D1723.557.5.txt,CANT.328.10,187,/u/irowerojas/localLatin/canon/CANT.328.10/BAV1341.17r.8.txt,777,/u/irowerojas/localLatin/canon/CORA.441.10/BAV1341.49v.21.txt,CORA.441.10
192,/u/irowerojas/localLatin/canon/CANT.328.11/BAV1341.17v.1.txt,CANT.328.11,196,/u/irowerojas/localLatin/canon/CANT.328.11/Hat42.170r.1.txt,964,/u/irowerojas/localLatin/canon/CVAI.442.2/Brn425.16r.4.txt,CVAI.442.2
196,/u/irowerojas/localLatin/canon/CANT.328.11/Hat42.170r.1.txt,CANT.328.11,192,/u/irowerojas/localLatin/canon/CANT.328.11/BAV1341.17v.1.txt,80,/u/irowerojas/localLatin/canon/CANC.314.14/C1525.20v.1.txt,CANC.314.14
197,/u/irowerojas/localLatin/canon/CANT.328.12/BAV1341.17v.2.txt,CANT.328.12,200,/u/irowerojas/localLatin/canon/CANT.328.12/D1723.537.7.txt,331,/u/irowerojas/localLatin/canon/CARL.501?.16/BAV1341.46v.2.txt,CARL.501?.16
200,/u/irowerojas/localLatin/canon/CANT.328.12/D1723.537.7.txt,CANT.328.12,197,/u/irowerojas/localLatin/canon/CANT.328.12/BAV1341.17v.2.txt,30,/u/irowerojas/localLatin/canon/CAGD.506.41/Brn425.53v.3.txt,CAGD.506.41
203,/u/irowerojas/localLatin/canon/CANT.328.13/Brn425.58v.1.txt,CANT.328.13,206,/u/irowerojas/localLatin/canon/CANT.328.13/Hat42.170v.1.txt,128,/u/irowerojas/localLatin/canon/CANC.314.21/D1723.530.6.txt,CANC.314.21
206,/u/irowerojas/localLatin/canon/CANT.328.13/Hat42.170v.1.txt,CANT.328.13,203,/u/irowerojas/localLatin/canon/CANT.328.13/Brn425.58v.1.txt,1029,/u/irowerojas/localLatin/canon/Can.apost.17/BAV1341.7r.11.txt,Can.apost.17
211,/u/irowerojas/localLatin/canon/CANT.328.15/Brn425.35r.3.txt,CANT.328.15,213,/u/irowerojas/localLatin/canon/CANT.328.15/D1723.537.8.txt,699,/u/irowerojas/localLatin/canon/CNIC.325.13/Brn425.15v.4.txt,CNIC.325.13
213,/u/irowerojas/localLatin/canon/CANT.328.15/D1723.537.8.txt,CANT.328.15,211,/u/irowerojas/localLatin/canon/CANT.328.15/Brn425.35r.3.txt,284,/u/irowerojas/localLatin/canon/CANT.328.7/C1525.28r.4.txt,CANT.328.7
216,/u/irowerojas/localLatin/canon/CANT.328.16/Brn425.64r.3.txt,CANT.328.16,219,/u/irowerojas/localLatin/canon/CANT.328.16/Hat42.171r.2.txt,932,/u/irowerojas/localLatin/canon/CTOL.589.0 Conc. Toletana III; anno 589; PL 84 col. 384-386; combined canons?/WlfH1062.7r.1.txt,CTOL.589.0 Conc. Toletana III; anno 589; PL 84 col. 384-386; combined canons?
219,/u/irowerojas/localLatin/canon/CANT.328.16/Hat42.171r.2.txt,CANT.328.16,216,/u/irowerojas/localLatin/canon/CANT.328.16/Brn425.64r.3.txt,124,/u/irowerojas/localLatin/canon/CANC.314.21/BAV1341.12r.8.txt,CANC.314.21
222,/u/irowerojas/localLatin/canon/CANT.328.17/C1525.29v.1.txt,CANT.328.17,224,/u/irowerojas/localLatin/canon/CANT.328.17/Hat42.171r.3.txt,304,/u/irowerojas/localLatin/canon/CARL.314.14/BAV1341.45v.2.txt,CARL.314.14
224,/u/irowerojas/localLatin/canon/CANT.328.17/Hat42.171r.3.txt,CANT.328.17,222,/u/irowerojas/localLatin/canon/CANT.328.17/C1525.29v.1.txt,981,/u/irowerojas/localLatin/canon/CVAN.461.8/BN2123.85v.1.txt,CVAN.461.8
230,/u/irowerojas/localLatin/canon/CANT.328.19/C1525.29v.3.txt,CANT.328.19,232,/u/irowerojas/localLatin/canon/CANT.328.19/Hat42.171v.2.txt,1203,/u/irowerojas/localLatin/canon/Can.apost.48/BAV1341.7v.18.txt,Can.apost.48
232,/u/irowerojas/localLatin/canon/CANT.328.19/Hat42.171v.2.txt,CANT.328.19,230,/u/irowerojas/localLatin/canon/CANT.328.19/C1525.29v.3.txt,802,/u/irowerojas/localLatin/canon/CORA.441.26/BAV1341.50r.11.txt,CORA.441.26
234,/u/irowerojas/localLatin/canon/CANT.328.2/BN2123.92r.7.txt,CANT.328.2,235,/u/irowerojas/localLatin/canon/CANT.328.2/C1525.27v.1.txt,848,/u/irowerojas/localLatin/canon/CORL.511.25/BAV1341.55r.12.txt,CORL.511.25
235,/u/irowerojas/localLatin/canon/CANT.328.2/C1525.27v.1.txt,CANT.328.2,234,/u/irowerojas/localLatin/canon/CANT.328.2/BN2123.92r.7.txt,586,/u/irowerojas/localLatin/canon/CMAC.581.18/BN2123.95r.6.txt,CMAC.581.18
237,/u/irowerojas/localLatin/canon/CANT.328.20/BAV1341.18r.1.txt,CANT.328.20,238,/u/irowerojas/localLatin/canon/CANT.328.20/BN2123.76v.2.txt,960,/u/irowerojas/localLatin/canon/CTUR.439.7/BAV1341.48r.5.txt,CTUR.439.7
238,/u/irowerojas/localLatin/canon/CANT.328.20/BN2123.76v.2.txt,CANT.328.20,237,/u/irowerojas/localLatin/canon/CANT.328.20/BAV1341.18r.1.txt,80,/u/irowerojas/localLatin/canon/CANC.314.14/C1525.20v.1.txt,CANC.314.14
242,/u/irowerojas/localLatin/canon/CANT.328.20/Hat42.172r.1.txt,CANT.328.20,238,/u/irowerojas/localLatin/canon/CANT.328.20/BN2123.76v.2.txt,299,/u/irowerojas/localLatin/canon/CARL.314.10/BAV1341.45r.32.txt,CARL.314.10
244,/u/irowerojas/localLatin/canon/CANT.328.21/Brn425.59r.1.txt,CANT.328.21,245,/u/irowerojas/localLatin/canon/CANT.328.21/C1525.30r.1.txt,402,/u/irowerojas/localLatin/canon/CCHA.451.11/Brn425.64v.4.txt,CCHA.451.11
245,/u/irowerojas/localLatin/canon/CANT.328.21/C1525.30r.1.txt,CANT.328.21,244,/u/irowerojas/localLatin/canon/CANT.328.21/Brn425.59r.1.txt,61,/u/irowerojas/localLatin/canon/CANC.314.10/Brn425.23v.4.txt,CANC.314.10
251,/u/irowerojas/localLatin/canon/CANT.328.22/D1723.558.6.txt,CANT.328.22,252,/u/irowerojas/localLatin/canon/CANT.328.22/Hat42.172v.1.txt,94,/u/irowerojas/localLatin/canon/CANC.314.16/Hat42.159r.1.txt,CANC.314.16
252,/u/irowerojas/localLatin/canon/CANT.328.22/Hat42.172v.1.txt,CANT.328.22,251,/u/irowerojas/localLatin/canon/CANT.328.22/D1723.558.6.txt,987,/u/irowerojas/localLatin/canon/CZAR.380.6/WlfH1062.9r.2.txt,CZAR.380.6
256,/u/irowerojas/localLatin/canon/CANT.328.24/BAV1341.18r.5.txt,CANT.328.24,258,/u/irowerojas/localLatin/canon/CANT.328.24/C1525.30r.4.txt,827,/u/irowerojas/localLatin/canon/CORL.511.16/Brn425.61v.2.txt,CORL.511.16
258,/u/irowerojas/localLatin/canon/CANT.328.24/C1525.30r.4.txt,CANT.328.24,256,/u/irowerojas/localLatin/canon/CANT.328.24/BAV1341.18r.5.txt,1159,/u/irowerojas/localLatin/canon/Can.apost.4/KoeD213.4v.7.txt,Can.apost.4
261,/u/irowerojas/localLatin/canon/CANT.328.25/BAV1341.18r.6.txt,CANT.328.25,265,/u/irowerojas/localLatin/canon/CANT.328.25/Hat42.173r.1.txt,203,/u/irowerojas/localLatin/canon/CANT.328.13/Brn425.58v.1.txt,CANT.328.13
265,/u/irowerojas/localLatin/canon/CANT.328.25/Hat42.173r.1.txt,CANT.328.25,261,/u/irowerojas/localLatin/canon/CANT.328.25/BAV1341.18r.6.txt,1092,/u/irowerojas/localLatin/canon/Can.apost.28/Hat42.146v.3.txt,Can.apost.28
269,/u/irowerojas/localLatin/canon/CANT.328.4/BAV1341.17r.2.txt,CANT.328.4,270,/u/irowerojas/localLatin/canon/CANT.328.4/Brn425.34v.4.txt,1247,/u/irowerojas/localLatin/canon/RPCO.757.1/BAVPal582.6r.5.txt,RPCO.757.1
270,/u/irowerojas/localLatin/canon/CANT.328.4/Brn425.34v.4.txt,CANT.328.4,269,/u/irowerojas/localLatin/canon/CANT.328.4/BAV1341.17r.2.txt,913,/u/irowerojas/localLatin/canon/CTOL.397.17/BAVPal575.4v.1.txt,CTOL.397.17
277,/u/irowerojas/localLatin/canon/CANT.328.6/BAV1341.17r.4.txt,CANT.328.6,281,/u/irowerojas/localLatin/canon/CANT.328.6/Hat42.169r.2.txt,8,/u/irowerojas/localLatin/canon/CAGD.506.21/BN2123.92r.1.txt,CAGD.506.21
281,/u/irowerojas/localLatin/canon/CANT.328.6/Hat42.169r.2.txt,CANT.328.6,277,/u/irowerojas/localLatin/canon/CANT.328.6/BAV1341.17r.4.txt,439,/u/irowerojas/localLatin/canon/CCHA.451.8/D1723.524.11.txt,CCHA.451.8
284,/u/irowerojas/localLatin/canon/CANT.328.7/C1525.28r.4.txt,CANT.328.7,285,/u/irowerojas/localLatin/canon/CANT.328.7/Hat42.169r.3.txt,987,/u/irowerojas/localLatin/canon/CZAR.380.6/WlfH1062.9r.2.txt,CZAR.380.6
285,/u/irowerojas/localLatin/canon/CANT.328.7/Hat42.169r.3.txt,CANT.328.7,284,/u/irowerojas/localLatin/canon/CANT.328.7/C1525.28r.4.txt,811,/u/irowerojas/localLatin/canon/CORA.441.7/BAV1341.49v.18.txt,CORA.441.7
288,/u/irowerojas/localLatin/canon/CANT.328.8/BN2123.86v.4.txt,CANT.328.8,289,/u/irowerojas/localLatin/canon/CANT.328.8/Brn425.64r.1.txt,805,/u/irowerojas/localLatin/canon/CORA.441.28/BN2123.76v.4.txt,CORA.441.28
289,/u/irowerojas/localLatin/canon/CANT.328.8/Brn425.64r.1.txt,CANT.328.8,288,/u/irowerojas/localLatin/canon/CANT.328.8/BN2123.86v.4.txt,30,/u/irowerojas/localLatin/canon/CAGD.506.41/Brn425.53v.3.txt,CAGD.506.41
290,/u/irowerojas/localLatin/canon/CANT.328.8/C1525.28r.5.txt,CANT.328.8,289,/u/irowerojas/localLatin/canon/CANT.328.8/Brn425.64r.1.txt,1114,/u/irowerojas/localLatin/canon/Can.apost.31/Vat5845.8v.8.txt,Can.apost.31
293,/u/irowerojas/localLatin/canon/CANT.328.9/BAV1341.17r.7.txt,CANT.328.9,296,/u/irowerojas/localLatin/canon/CANT.328.9/D1723.563.1.txt,912,/u/irowerojas/localLatin/canon/CTOL.397.16/BAVPal575.4r.10.txt,CTOL.397.16
