example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available
11,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1376,1378,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.16/Hat42.145v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.16/Vat5845.8r.1.txt,Can.apost.16,Can.apost.16,Can.apost.16,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
12,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1522,1525,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.42/BAV1341.7v.12.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.42/Hat42.148v.1.txt,Can.apost.42,Can.apost.42,Can.apost.42,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
13,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1462,1460,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.31/Hat42.147r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.31/BAV1341.7v.1.txt,Can.apost.31,Can.apost.31,Can.apost.31,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
14,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,753,755,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.3/BN1454.58v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.3/C1525.22v.3.txt,CNEO.315.3,CNEO.315.3,CNEO.315.3,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
15,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,514,512,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.10/Hat42.165r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.10/BN1454.59v.9.txt,CGAN.355.10,CGAN.355.10,CGAN.355.10,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
16,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,853,856,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.19/BN2123.102r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.19/KoeD213.15v.2.txt,CNIC.325.19,CNIC.325.19,CNIC.325.19,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
17,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,220,222,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.9/BAV1341.11v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.9/Brn425.55r.5.txt,CANC.314.9,CANC.314.9,CANC.314.9,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
18,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,343,344,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.314.11/BAV1341.45r.33.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.314.11/BN2123.98r.6.txt,CARL.314.11,CARL.314.11,CARL.314.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
19,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1109,1110,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.2/BAV1341.63v.7.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.2/BAVPal575.6r.1.txt,CTOL.527.2,CTOL.527.2,CTOL.527.2,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
20,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1262,1263,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.1/BAV1341.94r.18.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.1/WlfH1062.12v.1.txt,CTOL.655.1,CTOL.655.1,CTOL.655.1,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
21,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1343,1348,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.10/BAV1341.7r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.10/Vat5845.7v.2.txt,Can.apost.10,Can.apost.10,Can.apost.10,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
22,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,201,200,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.5/BN1454.56v.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.5/BAV1341.11v.1.txt,CANC.314.5,CANC.314.5,CANC.314.5,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
23,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,466,467,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.26/Brn425.39r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.26/D1723.541.1.txt,CCHA.451.26,CCHA.451.26,CCHA.451.26,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
24,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,645,646,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.13/Brn425.57v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.13/D1723.557.6.txt,CLAO.300.13,CLAO.300.13,CLAO.300.13,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
25,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,145,146,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.20/BAV1341.12r.7.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.20/BN1454.58r.2.txt,CANC.314.20,CANC.314.20,CANC.314.20,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
26,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1405,1404,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.21/BN2123.81v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.21/BAV1341.7r.15.txt,Can.apost.21,Can.apost.21,Can.apost.21,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
27,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,89,88,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.11/Hat42.158r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.11/C1525.20r.3.txt,CANC.314.11,CANC.314.11,CANC.314.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
28,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1387,1385,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.18/KoeD213.6v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.18/C1525.5v.2.txt,Can.apost.18,Can.apost.18,Can.apost.18,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
29,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,205,208,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.6/BAV1341.11v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.6/Hat42.157v.1.txt,CANC.314.6,CANC.314.6,CANC.314.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
30,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,751,750,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.2/KoeD213.25v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.2/Hat42.160v.7.txt,CNEO.315.2,CNEO.315.2,CNEO.315.2,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
31,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,876,880,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.4/BN1454.46v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.4/C1525.11v.1.txt,CNIC.325.4,CNIC.325.4,CNIC.325.4,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
32,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,853,854,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.19/BN2123.102r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.19/C1525.13v.1.txt,CNIC.325.19,CNIC.325.19,CNIC.325.19,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
33,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,270,269,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.18/Hat42.171v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.18/C1525.29v.2.txt,CANT.328.18,CANT.328.18,CANT.328.18,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
34,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1517,1518,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.41/C1525.7r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.41/Hat42.148r.3.txt,Can.apost.41,Can.apost.41,Can.apost.41,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
35,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,469,468,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.27/D1723.527.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.27/Brn425.23v.3.txt,CCHA.451.27,CCHA.451.27,CCHA.451.27,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
36,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1113,1114,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.4/BAV1341.64r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.4/BAVPal575.6r.3.txt,CTOL.527.4,CTOL.527.4,CTOL.527.4,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
37,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1071,1070,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.11/BAVPal575.4r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.11/BAV1341.62v.4.txt,CTOL.397.11,CTOL.397.11,CTOL.397.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
38,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,912,913,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORA.441.1/BAV1341.49v.12.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORA.441.1/Brn425.19r.3.txt,CORA.441.1,CORA.441.1,CORA.441.1,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
39,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1374,1376,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.16/BAV1341.7r.10.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.16/Hat42.145v.2.txt,Can.apost.16,Can.apost.16,Can.apost.16,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
40,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,273,275,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.19/C1525.29v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.19/Hat42.171v.2.txt,CANT.328.19,CANT.328.19,CANT.328.19,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
41,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1365,1367,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.14/C1525.5r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.14/KoeD213.5v.5.txt,Can.apost.14,Can.apost.14,Can.apost.14,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
42,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,952,953,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.1/BAV1341.54v.16.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.1/CamCC279.68.1.txt,CORL.511.1,CORL.511.1,CORL.511.1,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
43,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1283,1282,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.8/WlfH1062.13v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.8/BAV1341.95r.1.txt,CTOL.655.8,CTOL.655.8,CTOL.655.8,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
44,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1509,1507,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.4/KoeD213.4v.7.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.4/C1525.4v.2.txt,Can.apost.4,Can.apost.4,Can.apost.4,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
45,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,321,322,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/Brn425.34v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/C1525.28r.3.txt,CANT.328.6,CANT.328.6,CANT.328.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
46,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,122,125,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.17/BN1454.57v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.17/KoeD213.24r.1.txt,CANC.314.17,CANC.314.17,CANC.314.17,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
47,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,48,49,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.41/Brn425.53v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.41/D1723.553.3.txt,CAGD.506.41,CAGD.506.41,CAGD.506.41,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
48,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1549,1552,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.47/C1525.7v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.47/Vat5845.10r.6.txt,Can.apost.47,Can.apost.47,Can.apost.47,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
49,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,85,83,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.10/KoeD213.22v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.10/D1723.527.3.txt,CANC.314.10,CANC.314.10,CANC.314.10,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
50,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,906,910,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.9/BN1454.47v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.9/Hat42.152v.1.txt,CNIC.325.9,CNIC.325.9,CNIC.325.9,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
51,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1449,1446,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.29/Vat5845.8v.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.29/C1525.6r.4.txt,Can.apost.29,Can.apost.29,Can.apost.29,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
52,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,827,825,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.15/C1525.13r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.15/BN1454.48v.2.txt,CNIC.325.15,CNIC.325.15,CNIC.325.15,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
53,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,590,595,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.8/BN1454.59v.7.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.8/KoeD213.29v.6.txt,CGAN.355.8,CGAN.355.8,CGAN.355.8,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
